id,odor,gill-attachment,ring-number,ring-type
3900,n,f,o,p
3901,f,f,o,l
3902,f,f,o,l
3903,f,f,o,l
3904,f,f,o,l
3905,c,f,o,p
3906,f,f,o,l
3907,f,f,o,l
3908,f,f,o,l
3909,f,f,o,l
3910,f,f,o,l
3911,n,f,o,p
3912,f,f,o,l
3913,f,f,o,l
3914,f,f,o,l
3915,n,f,o,p
3916,n,f,o,p
3917,n,f,o,p
3918,f,f,o,l
3919,f,f,o,l
3920,f,f,o,l
3921,n,f,o,p
3922,f,f,o,l
3923,n,f,o,p
3924,n,f,o,p
3925,n,f,o,p
3926,f,f,o,l
3927,f,f,o,l
3928,f,f,o,l
3929,n,f,o,p
3930,f,f,o,l
3931,f,f,o,l
3932,f,f,o,l
3933,f,f,o,l
3934,f,f,o,l
3935,f,f,o,l
3936,c,f,o,p
3937,f,f,o,l
3938,n,f,o,p
3939,n,f,o,p
3940,c,f,o,p
3941,f,f,o,l
3942,f,f,o,l
3943,n,f,o,p
3944,n,f,o,p
3945,f,f,o,l
3946,n,f,o,p
3947,f,f,o,l
3948,f,f,o,l
3949,n,f,o,p
3950,f,f,o,l
3951,f,f,o,l
3952,f,f,o,l
3953,f,f,o,l
3954,c,f,o,p
3955,c,f,o,p
3956,f,f,o,l
3957,f,f,o,l
3958,f,f,o,l
3959,n,f,o,p
3960,f,f,o,p
3961,f,f,o,l
3962,n,f,o,p
3963,f,f,o,l
3964,f,f,o,l
3965,f,f,o,l
3966,f,f,o,l
3967,f,f,o,l
3968,f,f,o,l
3969,f,f,o,l
3970,c,f,o,p
3971,f,f,o,l
3972,f,f,o,l
3973,n,f,o,p
3974,n,f,o,p
3975,f,f,o,l
3976,c,f,o,p
3977,f,f,o,l
3978,f,f,o,l
3979,c,f,o,p
3980,n,f,o,p
3981,f,f,o,l
3982,c,f,o,p
3983,f,f,o,p
3984,f,f,o,l
3985,n,f,t,e
3986,f,f,o,l
3987,f,f,o,l
3988,f,f,o,l
3989,f,f,o,l
3990,n,f,o,p
3991,f,f,o,l
3992,f,f,o,l
3993,f,f,o,l
3994,c,f,o,p
3995,c,f,o,p
3996,f,f,o,l
3997,f,f,o,p
3998,f,f,o,l
3999,n,f,o,p
4000,f,f,o,l
4001,n,f,o,p
4002,f,f,o,l
4003,n,f,o,p
4004,n,f,o,p
4005,f,f,o,l
4006,f,f,o,l
4007,n,f,o,p
4008,f,f,o,l
4009,n,f,o,p
4010,n,f,o,p
4011,n,f,o,p
4012,f,f,o,l
4013,n,f,o,p
4014,f,f,o,l
4015,f,f,o,l
4016,f,f,o,l
4017,f,f,o,l
4018,f,f,o,l
4019,n,f,o,p
4020,n,f,o,p
4021,f,f,o,l
4022,f,f,o,l
4023,f,f,o,l
4024,y,f,o,e
4025,f,f,o,l
4026,f,f,o,l
4027,c,f,o,p
4028,f,f,o,l
4029,f,f,o,p
4030,f,f,o,l
4031,f,f,o,l
4032,c,f,o,p
4033,f,f,o,l
4034,n,f,o,p
4035,f,f,o,l
4036,f,f,o,l
4037,f,f,o,l
4038,f,f,o,l
4039,f,f,o,l
4040,n,f,o,p
4041,f,f,o,l
4042,n,f,o,p
4043,f,f,o,l
4044,f,f,o,l
4045,f,f,o,l
4046,c,f,o,p
4047,f,f,o,l
4048,n,f,o,p
4049,c,f,o,p
4050,f,f,o,l
4051,f,f,o,l
4052,c,f,o,p
4053,f,f,o,l
4054,f,f,o,l
4055,n,f,o,p
4056,f,f,o,l
4057,f,f,o,l
4058,c,f,o,p
4059,c,f,o,p
4060,n,f,o,p
4061,f,f,o,l
4062,n,f,o,p
4063,n,f,o,p
4064,f,f,o,l
4065,f,f,o,l
4066,f,f,o,l
4067,f,f,o,l
4068,f,f,o,l
4069,n,f,o,p
4070,f,f,o,l
4071,f,f,o,l
4072,f,f,o,l
4073,f,f,o,l
4074,n,f,o,p
4075,n,f,o,p
4076,f,f,o,l
4077,n,f,o,f
4078,n,f,o,p
4079,f,f,o,l
4080,f,f,o,l
4081,f,f,o,l
4082,f,f,o,l
4083,f,f,o,l
4084,f,f,o,l
4085,f,f,o,l
4086,f,f,o,l
4087,f,f,o,l
4088,n,f,o,p
4089,f,f,o,l
4090,n,f,o,p
4091,f,f,o,l
4092,f,f,o,l
4093,n,f,o,p
4094,n,f,o,p
4095,f,f,o,l
4096,n,f,o,p
4097,n,f,o,p
4098,f,f,o,l
4099,c,f,o,p
4100,f,f,o,l
4101,y,f,o,e
4102,f,f,o,l
4103,f,f,o,l
4104,n,f,o,p
4105,f,f,o,e
4106,n,f,o,p
4107,n,f,t,p
4108,n,f,o,p
4109,f,f,o,l
4110,n,f,o,p
4111,f,f,o,l
4112,f,f,o,l
4113,f,f,o,l
4114,n,f,o,p
4115,f,f,o,l
4116,f,f,o,l
4117,f,f,o,l
4118,f,f,o,l
4119,f,f,o,l
4120,f,f,o,l
4121,f,f,o,l
4122,n,f,o,p
4123,f,f,o,l
4124,f,f,o,l
4125,n,f,o,p
4126,f,f,o,l
4127,f,f,o,l
4128,n,f,o,p
4129,f,f,o,l
4130,n,f,o,p
4131,f,f,o,l
4132,f,f,o,l
4133,f,f,o,l
4134,c,f,o,p
4135,n,f,o,p
4136,f,f,o,l
4137,f,f,o,l
4138,f,f,o,l
4139,n,f,o,p
4140,f,f,o,l
4141,f,f,o,l
4142,n,f,o,p
4143,n,f,o,p
4144,f,f,o,p
4145,f,f,o,l
4146,f,f,o,l
4147,f,f,o,l
4148,f,f,o,l
4149,f,f,o,l
4150,f,f,o,l
4151,n,f,o,p
4152,f,f,o,l
4153,f,f,o,l
4154,f,f,o,l
4155,n,f,o,p
4156,n,f,o,p
4157,n,f,o,p
4158,f,f,o,l
4159,f,f,o,l
4160,n,f,o,p
4161,f,f,o,l
4162,n,f,o,p
4163,f,f,o,l
4164,f,f,o,l
4165,f,f,o,l
4166,n,f,o,e
4167,f,f,o,l
4168,f,f,o,l
4169,f,f,o,l
4170,f,f,o,l
4171,f,f,o,p
4172,f,f,o,l
4173,f,f,o,l
4174,f,f,o,l
4175,f,f,o,l
4176,f,f,o,l
4177,n,f,o,p
4178,f,f,o,l
4179,f,f,o,l
4180,n,f,o,p
4181,f,f,o,l
4182,f,f,o,l
4183,f,f,o,l
4184,n,f,o,p
4185,f,f,o,l
4186,f,f,o,l
4187,n,f,o,p
4188,n,f,o,p
4189,f,f,o,l
4190,f,f,o,l
4191,f,f,o,l
4192,f,f,o,l
4193,f,f,o,l
4194,f,f,o,l
4195,f,f,o,p
4196,n,f,o,p
4197,y,f,o,e
4198,n,f,o,p
4199,c,f,o,p
4200,c,f,o,p
4201,y,f,o,e
4202,f,f,o,l
4203,f,f,o,l
4204,f,f,o,p
4205,f,f,o,l
4206,f,f,o,l
4207,f,f,o,l
4208,f,f,o,l
4209,f,f,o,l
4210,f,f,o,l
4211,f,f,o,l
4212,f,f,o,l
4213,f,f,o,l
4214,f,f,o,l
4215,f,f,o,l
4216,f,f,o,l
4217,f,f,o,p
4218,f,f,o,l
4219,f,f,o,l
4220,f,f,o,l
4221,f,f,o,l
4222,f,f,o,l
4223,f,f,o,l
4224,f,f,o,l
4225,n,f,o,p
4226,f,f,o,l
4227,f,f,o,l
4228,f,f,o,l
4229,f,f,o,l
4230,f,f,o,l
4231,f,f,o,l
4232,f,f,o,l
4233,f,f,o,p
4234,f,f,o,l
4235,f,f,o,l
4236,f,f,o,l
4237,f,f,o,l
4238,f,f,o,l
4239,f,f,o,l
4240,f,f,o,l
4241,f,f,o,l
4242,f,f,o,l
4243,f,f,o,l
4244,f,f,o,l
4245,f,f,o,l
4246,f,f,o,p
4247,f,f,o,l
4248,f,f,o,p
4249,f,f,o,l
4250,f,f,o,l
4251,f,f,o,l
4252,f,f,o,l
4253,f,f,o,l
4254,n,f,o,p
4255,f,f,o,l
4256,f,f,o,l
4257,f,f,o,l
4258,f,f,o,l
4259,f,f,o,l
4260,f,f,o,l
4261,f,f,o,l
4262,f,f,o,l
4263,c,f,o,p
4264,f,f,o,l
4265,f,f,o,l
4266,f,f,o,l
4267,f,f,o,l
4268,f,f,o,l
4269,f,f,o,l
4270,f,f,o,l
4271,f,f,o,l
4272,f,f,o,l
4273,f,f,o,l
4274,f,f,o,l
4275,f,f,o,l
4276,f,f,o,l
4277,n,f,o,e
4278,f,f,o,l
4279,f,f,o,l
4280,f,f,o,l
4281,f,f,o,l
4282,f,f,o,l
4283,f,f,o,l
4284,n,f,t,e
4285,f,f,o,l
4286,f,f,o,l
4287,f,f,o,l
4288,f,f,o,l
4289,f,f,o,l
4290,f,f,o,l
4291,f,f,o,l
4292,n,f,t,e
4293,f,f,o,l
4294,f,f,o,l
4295,f,f,o,l
4296,f,f,o,l
4297,f,f,o,l
4298,f,f,o,l
4299,f,f,o,l
4300,f,f,o,l
4301,f,f,o,l
4302,f,f,o,l
4303,f,f,o,l
4304,f,f,o,l
4305,f,f,o,l
4306,n,f,o,p
4307,f,f,o,l
4308,f,f,o,l
4309,f,f,o,l
4310,f,f,o,l
4311,f,f,o,l
4312,f,f,o,l
4313,f,f,o,l
4314,f,f,o,l
4315,f,f,o,l
4316,f,f,o,l
4317,f,f,o,l
4318,f,f,o,l
4319,f,f,o,l
4320,f,f,o,l
4321,f,f,o,l
4322,f,f,o,l
4323,f,f,o,l
4324,f,f,o,l
4325,f,f,o,l
4326,f,f,o,l
4327,n,f,o,f
4328,f,f,o,l
4329,f,f,o,l
4330,s,f,o,e
4331,f,f,o,l
4332,n,f,o,e
4333,f,f,o,l
4334,f,f,o,l
4335,f,f,o,l
4336,f,f,o,l
4337,f,f,o,l
4338,f,f,o,l
4339,f,f,o,l
4340,f,f,o,l
4341,f,f,o,l
4342,n,f,o,p
4343,f,f,o,l
4344,f,f,o,l
4345,f,f,o,l
4346,f,f,o,l
4347,f,f,o,l
4348,f,f,o,l
4349,f,f,o,l
4350,f,f,o,p
4351,f,f,o,l
4352,f,f,o,l
4353,f,f,o,l
4354,f,f,o,l
4355,f,f,o,l
4356,f,f,o,l
4357,f,f,o,l
4358,n,f,t,e
4359,f,f,o,l
4360,f,f,o,l
4361,f,f,o,l
4362,f,f,o,l
4363,f,f,o,l
4364,f,f,o,l
4365,n,f,o,p
4366,f,f,o,p
4367,f,f,o,l
4368,f,f,o,l
4369,f,f,o,l
4370,f,f,o,l
4371,f,f,o,l
4372,f,f,o,l
4373,f,f,o,l
4374,f,f,o,l
4375,f,f,o,p
4376,n,f,o,p
4377,y,f,o,e
4378,f,f,o,l
4379,f,f,o,l
4380,n,f,o,p
4381,n,f,t,e
4382,f,f,o,l
4383,f,f,o,l
4384,f,f,o,l
4385,f,f,o,l
4386,f,f,o,l
4387,f,f,o,l
4388,f,f,o,l
4389,f,f,o,l
4390,f,f,o,l
4391,f,f,o,l
4392,f,f,o,l
4393,f,f,o,l
4394,f,f,o,l
4395,f,f,o,l
4396,f,f,o,l
4397,n,f,o,f
4398,f,f,o,l
4399,f,f,o,l
4400,f,f,o,l
4401,f,f,o,l
4402,f,f,o,l
4403,f,f,o,l
4404,f,f,o,l
4405,f,f,o,l
4406,f,f,o,l
4407,f,f,o,l
4408,f,f,o,l
4409,f,f,o,l
4410,f,f,o,l
4411,n,f,o,p
4412,f,f,o,p
4413,f,f,o,l
4414,f,f,o,l
4415,f,f,o,l
4416,f,f,o,l
4417,f,f,o,l
4418,n,f,o,p
4419,f,f,o,l
4420,n,f,t,e
4421,f,f,o,l
4422,f,f,o,l
4423,f,f,o,l
4424,f,f,o,l
4425,n,f,o,p
4426,f,f,o,l
4427,f,f,o,l
4428,f,f,o,l
4429,f,f,o,l
4430,y,f,o,e
4431,f,f,o,l
4432,f,f,o,l
4433,f,f,o,l
4434,f,f,o,l
4435,f,f,o,l
4436,f,f,o,l
4437,f,f,o,l
4438,f,f,o,l
4439,c,f,o,p
4440,f,f,o,l
4441,f,f,o,p
4442,f,f,o,l
4443,f,f,o,l
4444,f,f,o,l
4445,n,f,o,p
4446,f,f,o,l
4447,f,f,o,l
4448,f,f,o,l
4449,f,f,o,l
4450,f,f,o,l
4451,f,f,o,l
4452,n,f,o,p
4453,f,f,o,l
4454,f,f,o,l
4455,f,f,o,l
4456,f,f,o,l
4457,f,f,o,l
4458,f,f,o,l
4459,f,f,o,l
4460,n,f,t,e
4461,f,f,o,l
4462,s,f,o,e
4463,f,f,o,l
4464,f,f,o,l
4465,f,f,o,l
4466,f,f,o,l
4467,f,f,o,l
4468,f,f,o,l
4469,f,f,o,l
4470,f,f,o,p
4471,f,f,o,l
4472,f,f,o,l
4473,f,f,o,l
4474,f,f,o,l
4475,f,f,o,l
4476,f,f,o,l
4477,f,f,o,l
4478,f,f,o,l
4479,f,f,o,l
4480,f,f,o,l
4481,n,f,o,p
4482,f,f,o,l
4483,f,f,o,l
4484,f,f,o,l
4485,f,f,o,l
4486,f,f,o,l
4487,f,f,o,l
4488,f,f,o,l
4489,f,f,o,l
4490,f,f,o,l
4491,f,f,o,l
4492,n,f,o,e
4493,f,f,o,l
4494,f,f,o,l
4495,n,f,o,e
4496,f,f,o,l
4497,f,f,o,p
4498,n,f,t,e
4499,y,f,o,e
4500,c,f,o,p
4501,f,f,o,l
4502,f,f,o,l
4503,f,f,o,l
4504,f,f,o,l
4505,f,f,o,l
4506,f,f,o,l
4507,f,f,o,l
4508,f,f,o,l
4509,f,f,o,l
4510,f,f,o,l
4511,f,f,o,l
4512,f,f,o,l
4513,f,f,o,l
4514,f,f,o,l
4515,f,f,o,l
4516,f,f,o,l
4517,f,f,o,l
4518,f,f,o,l
4519,f,f,o,l
4520,n,f,t,e
4521,f,f,o,l
4522,f,f,o,l
4523,s,f,o,e
4524,f,f,o,l
4525,f,f,o,l
4526,f,f,o,l
4527,f,f,o,l
4528,f,f,o,l
4529,f,f,o,l
4530,f,f,o,l
4531,f,f,o,l
4532,f,f,o,l
4533,f,f,o,l
4534,n,f,o,f
4535,n,f,t,e
4536,f,f,o,l
4537,f,f,o,l
4538,f,f,o,l
4539,f,f,o,l
4540,f,f,o,l
4541,f,f,o,l
4542,f,f,o,l
4543,f,f,o,l
4544,f,f,o,l
4545,f,f,o,l
4546,f,f,o,l
4547,f,f,o,l
4548,f,f,o,l
4549,f,f,o,p
4550,n,f,t,p
4551,f,f,o,l
4552,f,f,o,l
4553,f,f,o,l
4554,f,f,o,l
4555,f,f,o,l
4556,f,f,o,l
4557,n,f,o,p
4558,n,f,o,f
4559,f,f,o,l
4560,f,f,o,l
4561,f,f,o,l
4562,f,f,o,l
4563,f,f,o,l
4564,f,f,o,l
4565,f,f,o,l
4566,f,f,o,l
4567,f,f,o,l
4568,f,f,o,l
4569,f,f,o,l
4570,f,f,o,l
4571,n,f,o,p
4572,f,f,o,l
4573,f,f,o,l
4574,f,f,o,l
4575,f,f,o,l
4576,f,f,o,l
4577,f,f,o,l
4578,f,f,o,l
4579,f,f,o,l
4580,f,f,o,l
4581,f,f,o,l
4582,f,f,o,l
4583,f,f,o,l
4584,c,f,o,p
4585,f,f,o,l
4586,f,f,o,l
4587,f,f,o,l
4588,f,f,o,l
4589,f,f,o,l
4590,f,f,o,l
4591,f,f,o,l
4592,f,f,o,l
4593,f,f,o,l
4594,f,f,o,l
4595,f,f,o,l
4596,f,f,o,l
4597,f,f,o,l
4598,f,f,o,l
4599,f,f,o,l
4600,f,f,o,l
4601,f,f,o,l
4602,f,f,o,l
4603,f,f,o,l
4604,f,f,o,l
4605,f,f,o,l
4606,f,f,o,l
4607,f,f,o,l
4608,f,f,o,l
4609,f,f,o,l
4610,f,f,o,l
4611,y,f,o,e
4612,n,f,t,e
4613,f,f,o,l
4614,f,f,o,l
4615,f,f,o,l
4616,f,f,o,l
4617,f,f,o,l
4618,f,f,o,l
4619,f,f,o,l
4620,f,f,o,l
4621,f,f,o,l
4622,f,f,o,l
4623,f,f,o,l
4624,f,f,o,l
4625,f,f,o,l
4626,f,f,o,l
4627,f,f,o,l
4628,f,f,o,l
4629,c,f,o,p
4630,f,f,o,p
4631,n,f,o,p
4632,f,f,o,l
4633,f,f,o,l
4634,f,f,o,l
4635,n,f,o,p
4636,f,f,o,l
4637,f,f,o,l
4638,f,f,o,l
4639,f,f,o,l
4640,f,f,o,l
4641,f,f,o,l
4642,f,f,o,p
4643,f,f,o,l
4644,f,f,o,l
4645,f,f,o,l
4646,f,f,o,l
4647,f,f,o,l
4648,n,f,o,f
4649,f,f,o,l
4650,f,f,o,l
4651,f,f,o,l
4652,f,f,o,l
4653,n,f,o,p
4654,f,f,o,l
4655,f,f,o,l
4656,f,f,o,l
4657,f,f,o,l
4658,f,f,o,l
4659,f,f,o,l
4660,f,f,o,l
4661,f,f,o,l
4662,f,f,o,p
4663,n,f,t,e
4664,n,f,o,f
4665,f,f,o,l
4666,f,f,o,l
4667,f,f,o,l
4668,f,f,o,l
4669,f,f,o,l
4670,f,f,o,l
4671,f,f,o,l
4672,f,f,o,l
4673,f,f,o,l
4674,n,f,t,e
4675,f,f,o,l
4676,f,f,o,l
4677,f,f,o,l
4678,f,f,o,l
4679,f,f,o,l
4680,f,f,o,l
4681,f,f,o,l
4682,f,f,o,l
4683,f,f,o,l
4684,f,f,o,l
4685,f,f,o,l
4686,f,f,o,l
4687,f,f,o,l
4688,f,f,o,l
4689,f,f,o,l
4690,f,f,o,l
4691,f,f,o,l
4692,f,f,o,l
4693,f,f,o,l
4694,f,f,o,l
4695,f,f,o,l
4696,f,f,o,l
4697,n,f,o,p
4698,f,f,o,l
4699,f,f,o,l
4700,f,f,o,p
4701,f,f,o,l
4702,f,f,o,l
4703,c,f,o,p
4704,f,f,o,l
4705,f,f,o,p
4706,f,f,o,l
4707,f,f,o,l
4708,f,f,o,l
4709,n,f,t,p
4710,f,f,o,p
4711,f,f,o,l
4712,f,f,o,l
4713,f,f,o,l
4714,f,f,o,l
4715,f,f,o,l
4716,f,f,o,l
4717,f,f,o,l
4718,n,f,o,f
4719,f,f,o,l
4720,n,f,o,p
4721,f,f,o,l
4722,f,f,o,l
4723,f,f,o,e
4724,f,f,o,l
4725,f,f,o,l
4726,f,f,o,l
4727,f,f,o,l
4728,f,f,o,l
4729,f,f,o,l
4730,f,f,o,l
4731,f,f,o,l
4732,f,f,o,l
4733,n,f,o,p
4734,f,f,o,l
4735,n,f,o,p
4736,f,f,o,l
4737,f,f,o,l
4738,f,f,o,l
4739,f,f,o,l
4740,f,f,o,l
4741,f,f,o,l
4742,f,f,o,l
4743,f,f,o,l
4744,f,f,o,l
4745,f,f,o,l
4746,f,f,o,l
4747,f,f,o,l
4748,f,f,o,l
4749,f,f,o,l
4750,c,f,o,p
4751,f,f,o,l
4752,f,f,o,l
4753,f,f,o,l
4754,f,f,o,l
4755,f,f,o,l
4756,f,f,o,l
4757,f,f,o,l
4758,f,f,o,l
4759,f,f,o,l
4760,f,f,o,l
4761,f,f,o,l
4762,f,f,o,l
4763,f,f,o,l
4764,f,f,o,l
4765,f,f,o,l
4766,f,f,o,l
4767,f,f,o,l
4768,f,f,o,l
4769,f,f,o,l
4770,f,f,o,l
4771,f,f,o,l
4772,f,f,o,l
4773,f,f,o,l
4774,f,f,o,l
4775,f,f,o,l
4776,f,f,o,l
4777,f,f,o,l
4778,n,f,t,e
4779,f,f,o,l
4780,c,f,o,p
4781,f,f,o,l
4782,f,f,o,l
4783,f,f,o,l
4784,n,f,o,p
4785,f,f,o,l
4786,f,f,o,l
4787,f,f,o,l
4788,f,f,o,l
4789,n,f,o,p
4790,f,f,o,l
4791,f,f,o,l
4792,f,f,o,l
4793,f,f,o,l
4794,f,f,o,l
4795,f,f,o,l
4796,f,f,o,l
4797,f,f,o,l
4798,f,f,o,l
4799,f,f,o,l
4800,n,f,o,p
4801,f,f,o,p
4802,f,f,o,e
4803,f,f,o,p
4804,f,f,o,l
4805,f,f,o,l
4806,f,f,o,l
4807,n,f,t,e
4808,f,f,o,l
4809,f,f,o,l
4810,f,f,o,l
4811,f,f,o,l
4812,f,f,o,l
4813,n,f,t,e
4814,f,f,o,l
4815,n,f,o,e
4816,f,f,o,l
4817,f,f,o,l
4818,s,f,o,e
4819,f,f,o,l
4820,f,f,o,l
4821,f,f,o,p
4822,f,f,o,l
4823,f,f,o,l
4824,f,f,o,l
4825,n,f,t,e
4826,f,f,o,l
4827,n,f,o,e
4828,f,f,o,l
4829,f,f,o,p
4830,f,f,o,l
4831,f,f,o,l
4832,n,f,t,e
4833,f,f,o,l
4834,f,f,o,l
4835,n,f,o,e
4836,c,f,o,p
4837,f,f,o,l
4838,f,f,o,l
4839,f,f,o,l
4840,f,f,o,l
4841,n,f,t,p
4842,f,f,o,p
4843,n,f,o,p
4844,n,f,t,p
4845,n,f,t,e
4846,f,f,o,p
4847,n,f,t,e
4848,f,f,o,l
4849,f,f,o,p
4850,f,f,o,l
4851,f,f,o,l
4852,f,f,o,l
4853,f,f,o,l
4854,f,f,o,l
4855,f,f,o,l
4856,f,f,o,l
4857,f,f,o,l
4858,f,f,o,l
4859,n,f,t,e
4860,n,f,t,e
4861,n,f,t,e
4862,f,f,o,l
4863,n,f,o,p
4864,f,f,o,l
4865,f,f,o,l
4866,f,f,o,p
4867,f,f,o,l
4868,f,f,o,l
4869,f,f,o,l
4870,f,f,o,e
4871,f,f,o,l
4872,n,f,t,e
4873,n,f,o,p
4874,f,f,o,l
4875,f,f,o,l
4876,f,f,o,l
4877,n,f,o,p
4878,f,f,o,l
4879,f,f,o,l
4880,f,f,o,l
4881,f,f,o,l
4882,f,f,o,l
4883,n,f,t,p
4884,f,f,o,l
4885,f,f,o,e
4886,f,f,o,l
4887,f,f,o,l
4888,f,f,o,l
4889,n,f,t,e
4890,f,f,o,p
4891,f,f,o,l
4892,f,f,o,l
4893,f,f,o,l
4894,f,f,o,p
4895,c,f,o,p
4896,f,f,o,l
4897,f,f,o,l
4898,f,f,o,l
4899,n,f,o,f
4900,n,f,o,f
4901,f,f,o,l
4902,f,f,o,l
4903,f,f,o,l
4904,y,f,o,e
4905,y,f,o,e
4906,f,f,o,l
4907,f,f,o,l
4908,f,f,o,l
4909,f,f,o,l
4910,f,f,o,l
4911,f,f,o,l
4912,n,f,t,e
4913,f,f,o,l
4914,f,f,o,l
4915,f,f,o,p
4916,f,f,o,l
4917,f,f,o,l
4918,f,f,o,l
4919,f,f,o,p
4920,f,f,o,l
4921,f,f,o,l
4922,c,f,o,p
4923,f,f,o,l
4924,n,f,o,p
4925,f,f,o,l
4926,f,f,o,l
4927,n,f,t,e
4928,f,f,o,l
4929,f,f,o,l
4930,f,f,o,l
4931,n,f,o,e
4932,n,f,t,e
4933,f,f,o,l
4934,f,f,o,l
4935,f,f,o,p
4936,f,f,o,l
4937,f,f,o,l
4938,f,f,o,l
4939,s,f,o,e
4940,n,f,t,e
4941,f,f,o,l
4942,f,f,o,l
4943,f,f,o,l
4944,f,f,o,l
4945,f,f,o,l
4946,n,f,t,e
4947,n,f,o,e
4948,f,f,o,l
4949,f,f,o,l
4950,f,f,o,l
4951,f,f,o,p
4952,n,f,t,e
4953,f,f,o,p
4954,f,f,o,l
4955,f,f,o,l
4956,f,f,o,l
4957,f,f,o,l
4958,f,f,o,l
4959,f,f,o,p
4960,f,f,o,l
4961,f,f,o,l
4962,f,f,o,l
4963,f,f,o,l
4964,f,f,o,p
4965,n,f,t,e
4966,n,f,t,e
4967,n,f,t,e
4968,n,f,t,p
4969,f,f,o,l
4970,f,f,o,l
4971,f,f,o,l
4972,f,f,o,l
4973,f,f,o,l
4974,f,f,o,l
4975,f,f,o,l
4976,f,f,o,l
4977,f,f,o,l
4978,f,f,o,l
4979,f,f,o,l
4980,f,f,o,l
4981,f,f,o,l
4982,f,f,o,l
4983,f,f,o,l
4984,f,f,o,l
4985,n,f,o,f
4986,f,f,o,l
4987,y,f,o,e
4988,f,f,o,l
4989,f,f,o,l
4990,f,f,o,l
4991,f,f,o,l
4992,f,f,o,l
4993,f,f,o,l
4994,n,f,t,e
4995,f,f,o,l
4996,f,f,o,l
4997,n,f,t,e
4998,f,f,o,l
4999,f,f,o,l
5000,f,f,o,e
5001,f,f,o,l
5002,n,f,o,e
5003,n,f,t,p
5004,f,f,o,l
5005,f,f,o,l
5006,n,f,o,f
5007,f,f,o,l
5008,f,f,o,l
5009,f,f,o,l
5010,f,f,o,l
5011,n,f,t,e
5012,f,f,o,l
5013,f,f,o,l
5014,f,f,o,l
5015,f,f,o,l
5016,n,f,t,e
5017,f,f,o,l
5018,f,f,o,l
5019,f,f,o,l
5020,f,f,o,l
5021,f,f,o,p
5022,c,f,o,p
5023,f,f,o,l
5024,n,f,o,f
5025,f,f,o,l
5026,f,f,o,l
5027,f,f,o,l
5028,f,f,o,l
5029,f,f,o,p
5030,f,f,o,l
5031,f,f,o,l
5032,f,f,o,l
5033,f,f,o,l
5034,f,f,o,l
5035,f,f,o,l
5036,f,f,o,l
5037,f,f,o,l
5038,f,f,o,l
5039,f,f,o,l
5040,f,f,o,l
5041,f,f,o,l
5042,s,f,o,e
5043,f,f,o,l
5044,f,f,o,l
5045,f,f,o,p
5046,f,f,o,l
5047,f,f,o,l
5048,f,f,o,l
5049,f,f,o,l
5050,f,f,o,l
5051,f,f,o,l
5052,y,f,o,e
5053,n,f,t,e
5054,n,f,t,e
5055,f,f,o,l
5056,f,f,o,l
5057,f,f,o,l
5058,f,f,o,l
5059,f,f,o,p
5060,f,f,o,l
5061,f,f,o,p
5062,f,f,o,l
5063,f,f,o,l
5064,f,f,o,p
5065,f,f,o,p
5066,f,f,o,p
5067,f,f,o,l
5068,f,f,o,l
5069,f,f,o,l
5070,f,f,o,l
5071,n,f,o,f
5072,n,f,t,e
5073,f,f,o,l
5074,f,f,o,l
5075,y,f,o,e
5076,f,f,o,l
5077,f,f,o,l
5078,f,f,o,l
5079,f,f,o,l
5080,n,f,o,p
5081,f,f,o,l
5082,f,f,o,l
5083,f,f,o,l
5084,f,f,o,l
5085,f,f,o,l
5086,n,f,o,e
5087,f,f,o,l
5088,n,f,o,e
5089,f,f,o,l
5090,f,f,o,l
5091,f,f,o,l
5092,f,f,o,l
5093,f,f,o,l
5094,f,f,o,l
5095,f,f,o,l
5096,f,f,o,l
5097,f,f,o,l
5098,n,f,t,p
5099,n,f,t,e
5100,f,f,o,l
5101,f,f,o,l
5102,n,f,t,e
5103,f,f,o,l
5104,f,f,o,p
5105,s,f,o,e
5106,y,f,o,e
5107,y,f,o,e
5108,n,f,o,p
5109,f,f,o,p
5110,n,f,o,e
5111,f,f,o,l
5112,f,f,o,l
5113,f,f,o,l
5114,n,f,t,e
5115,f,f,o,p
5116,f,f,o,p
5117,y,f,o,e
5118,n,f,o,e
5119,f,f,o,p
5120,f,f,o,p
5121,f,f,o,p
5122,f,f,o,p
5123,n,f,o,e
5124,f,f,o,l
5125,f,f,o,p
5126,f,f,o,p
5127,n,f,o,p
5128,f,f,o,p
5129,n,f,o,p
5130,f,f,o,p
5131,f,f,o,p
5132,n,f,o,e
5133,s,f,o,e
5134,y,f,o,e
5135,n,f,t,e
5136,n,f,t,e
5137,f,f,o,p
5138,n,f,t,p
5139,f,f,o,l
5140,f,f,o,l
5141,n,f,t,p
5142,f,f,o,e
5143,y,f,o,e
5144,f,f,o,l
5145,n,f,t,e
5146,f,f,o,e
5147,f,f,o,l
5148,y,f,o,e
5149,n,f,o,e
5150,f,f,o,e
5151,n,f,t,e
5152,n,f,t,e
5153,f,f,o,l
5154,n,f,t,p
5155,n,f,o,e
5156,y,f,o,e
5157,f,f,o,p
5158,f,f,o,p
5159,f,f,o,l
5160,f,f,o,p
5161,f,f,o,e
5162,f,f,o,p
5163,n,f,o,e
5164,n,f,t,e
5165,f,f,o,p
5166,f,f,o,p
5167,n,f,t,e
5168,f,f,o,l
5169,n,f,o,e
