id,cap-shape,cap-surface,odor,gill-attachment,gill-spacing,stalk-surface-below-ring,veil-type,ring-number,ring-type,population
6274,x,s,f,f,c,k,p,o,e,v
6275,f,s,s,f,c,k,p,o,e,v
6276,k,y,y,f,c,s,p,o,e,v
6277,x,y,s,f,c,s,p,o,e,v
6278,x,s,f,f,c,s,p,o,e,v
6279,x,s,f,f,c,k,p,o,e,v
6280,b,s,n,f,w,k,p,t,p,s
6281,f,s,s,f,c,k,p,o,e,v
6282,x,s,y,f,c,s,p,o,e,v
6283,x,y,f,f,c,k,p,o,e,v
6284,f,y,f,f,c,s,p,o,e,v
6285,f,s,y,f,c,s,p,o,e,v
6286,f,y,s,f,c,k,p,o,e,v
6287,f,y,f,f,c,k,p,o,e,v
6288,f,s,f,f,c,s,p,o,e,v
6289,x,y,f,f,c,s,p,o,e,v
6290,f,s,s,f,c,s,p,o,e,v
6291,x,s,y,f,c,s,p,o,e,v
6292,f,s,s,f,c,s,p,o,e,v
6293,x,s,s,f,c,s,p,o,e,v
6294,f,s,s,f,c,s,p,o,e,v
6295,x,y,y,f,c,s,p,o,e,v
6296,f,y,f,f,c,k,p,o,e,v
6297,x,y,f,f,c,s,p,o,e,v
6298,f,s,f,f,c,k,p,o,e,v
6299,f,s,y,f,c,s,p,o,e,v
6300,x,s,y,f,c,k,p,o,e,v
6301,f,s,s,f,c,s,p,o,e,v
6302,k,y,y,f,c,s,p,o,e,v
6303,x,y,f,f,c,k,p,o,e,v
6304,x,y,s,f,c,k,p,o,e,v
6305,k,s,s,f,c,k,p,o,e,v
6306,x,s,f,f,c,s,p,o,e,v
6307,x,s,f,f,c,s,p,o,e,v
6308,f,y,f,f,c,k,p,o,e,v
6309,f,s,y,f,c,s,p,o,e,v
6310,f,s,f,f,c,s,p,o,e,v
6311,f,s,f,f,c,s,p,o,e,v
6312,f,y,f,f,c,s,p,o,e,v
6313,f,y,f,f,c,k,p,o,e,v
6314,k,s,s,f,c,s,p,o,e,v
6315,x,s,f,f,c,s,p,o,e,v
6316,f,y,y,f,c,s,p,o,e,v
6317,f,s,f,f,c,k,p,o,e,v
6318,k,s,y,f,c,s,p,o,e,v
6319,f,y,f,f,c,s,p,o,e,v
6320,x,y,y,f,c,s,p,o,e,v
6321,x,y,f,f,c,k,p,o,e,v
6322,x,s,y,f,c,s,p,o,e,v
6323,f,y,f,f,c,k,p,o,e,v
6324,f,y,s,f,c,s,p,o,e,v
6325,f,y,s,f,c,s,p,o,e,v
6326,k,y,y,f,c,s,p,o,e,v
6327,x,s,s,f,c,k,p,o,e,v
6328,x,s,y,f,c,s,p,o,e,v
6329,x,s,f,f,c,s,p,o,e,v
6330,f,y,f,f,c,k,p,o,e,v
6331,k,y,f,f,c,k,p,o,e,v
6332,x,f,n,f,w,k,p,t,p,s
6333,f,y,f,f,c,s,p,o,e,v
6334,x,s,f,f,c,s,p,o,e,v
6335,x,s,s,f,c,s,p,o,e,v
6336,x,y,s,f,c,k,p,o,e,v
6337,f,y,f,f,c,k,p,o,e,v
6338,f,y,y,f,c,s,p,o,e,v
6339,x,s,s,f,c,s,p,o,e,v
6340,x,s,f,f,c,k,p,o,e,v
6341,f,y,f,f,c,k,p,o,e,v
6342,f,s,f,f,c,k,p,o,e,v
6343,f,y,f,f,c,s,p,o,e,v
6344,f,y,y,f,c,k,p,o,e,v
6345,x,y,f,f,c,s,p,o,e,v
6346,x,s,f,f,c,k,p,o,e,v
6347,f,s,f,f,c,s,p,o,e,v
6348,f,s,s,f,c,s,p,o,e,v
6349,x,s,f,f,c,k,p,o,e,v
6350,f,s,f,f,c,k,p,o,e,v
6351,f,s,f,f,c,k,p,o,e,v
6352,f,y,f,f,c,s,p,o,e,v
6353,x,s,s,f,c,k,p,o,e,v
6354,f,s,y,f,c,s,p,o,e,v
6355,f,s,y,f,c,k,p,o,e,v
6356,x,s,y,f,c,s,p,o,e,v
6357,f,y,f,f,c,k,p,o,e,v
6358,x,s,y,f,c,s,p,o,e,v
6359,x,s,y,f,c,s,p,o,e,v
6360,f,s,f,f,c,k,p,o,e,v
6361,f,y,f,f,c,s,p,o,e,v
6362,x,y,y,f,c,s,p,o,e,v
6363,f,s,f,f,c,k,p,o,e,v
6364,f,y,s,f,c,k,p,o,e,v
6365,f,s,y,f,c,k,p,o,e,v
6366,x,s,f,f,c,k,p,o,e,v
6367,k,f,n,f,w,k,p,t,p,n
6368,x,s,f,f,c,s,p,o,e,v
6369,f,s,f,f,c,s,p,o,e,v
6370,f,y,y,f,c,k,p,o,e,v
6371,f,s,f,f,c,s,p,o,e,v
6372,f,y,y,f,c,s,p,o,e,v
6373,f,y,f,f,c,s,p,o,e,v
6374,f,s,f,f,c,k,p,o,e,v
6375,f,y,y,f,c,s,p,o,e,v
6376,b,s,n,a,c,s,p,o,p,v
6377,f,s,f,f,c,s,p,o,e,v
6378,f,s,s,f,c,k,p,o,e,v
6379,x,s,y,f,c,k,p,o,e,v
6380,f,y,s,f,c,k,p,o,e,v
6381,f,y,s,f,c,s,p,o,e,v
6382,f,s,f,f,c,s,p,o,e,v
6383,f,y,s,f,c,k,p,o,e,v
6384,f,s,s,f,c,s,p,o,e,v
6385,k,y,y,f,c,s,p,o,e,v
6386,f,y,f,f,c,s,p,o,e,v
6387,f,s,s,f,c,k,p,o,e,v
6388,x,y,f,f,c,s,p,o,e,v
6389,f,s,y,f,c,k,p,o,e,v
6390,x,s,s,f,c,s,p,o,e,v
6391,k,y,y,f,c,k,p,o,e,v
6392,x,s,s,f,c,k,p,o,e,v
6393,x,y,f,f,c,k,p,o,e,v
6394,f,y,y,f,c,s,p,o,e,v
6395,f,s,y,f,c,k,p,o,e,v
6396,f,s,f,f,c,s,p,o,e,v
6397,x,s,n,f,w,s,p,t,p,s
6398,f,y,y,f,c,s,p,o,e,v
6399,f,s,f,f,c,k,p,o,e,v
6400,x,y,y,f,c,s,p,o,e,v
6401,f,s,s,f,c,k,p,o,e,v
6402,x,s,s,f,c,s,p,o,e,v
6403,x,y,f,f,c,k,p,o,e,v
6404,k,f,n,f,w,k,p,t,p,s
6405,f,s,s,f,c,s,p,o,e,v
6406,f,y,s,f,c,k,p,o,e,v
6407,b,f,n,f,w,k,p,t,p,s
6408,f,s,y,f,c,k,p,o,e,v
6409,x,y,s,f,c,s,p,o,e,v
6410,x,y,f,f,c,k,p,o,e,v
6411,f,s,s,f,c,s,p,o,e,v
6412,x,s,f,f,c,k,p,o,e,v
6413,f,s,s,f,c,k,p,o,e,v
6414,f,s,s,f,c,k,p,o,e,v
6415,f,s,s,f,c,s,p,o,e,v
6416,x,y,m,f,c,y,p,n,n,c
6417,f,y,y,f,c,k,p,o,e,v
6418,f,y,y,f,c,s,p,o,e,v
6419,x,s,s,f,c,k,p,o,e,v
6420,f,s,y,f,c,s,p,o,e,v
6421,f,y,f,f,c,k,p,o,e,v
6422,f,y,s,f,c,s,p,o,e,v
6423,x,s,f,f,c,k,p,o,e,v
6424,f,s,s,f,c,k,p,o,e,v
6425,x,s,n,a,c,s,p,o,p,c
6426,f,y,s,f,c,k,p,o,e,v
6427,f,y,s,f,c,s,p,o,e,v
6428,f,y,s,f,c,s,p,o,e,v
6429,x,s,f,f,c,s,p,o,e,v
6430,x,s,y,f,c,s,p,o,e,v
6431,x,y,f,f,c,k,p,o,e,v
6432,x,s,s,f,c,k,p,o,e,v
6433,x,y,y,f,c,s,p,o,e,v
6434,f,y,f,f,c,k,p,o,e,v
6435,x,s,n,a,c,s,p,o,p,v
6436,f,s,s,f,c,k,p,o,e,v
6437,x,y,f,f,c,s,p,o,e,v
6438,f,s,f,f,c,s,p,o,e,v
6439,f,y,y,f,c,k,p,o,e,v
6440,x,y,f,f,c,s,p,o,e,v
6441,x,s,s,f,c,s,p,o,e,v
6442,x,s,f,f,c,k,p,o,e,v
6443,x,s,y,f,c,s,p,o,e,v
6444,x,y,s,f,c,s,p,o,e,v
6445,f,s,y,f,c,s,p,o,e,v
6446,f,s,y,f,c,s,p,o,e,v
6447,k,y,y,f,c,s,p,o,e,v
6448,x,s,y,f,c,s,p,o,e,v
6449,f,y,y,f,c,k,p,o,e,v
6450,k,s,n,f,w,k,p,t,p,n
6451,f,s,y,f,c,k,p,o,e,v
6452,x,s,y,f,c,k,p,o,e,v
6453,f,y,f,f,c,s,p,o,e,v
6454,f,y,s,f,c,k,p,o,e,v
6455,f,y,y,f,c,k,p,o,e,v
6456,x,s,f,f,c,k,p,o,e,v
6457,f,y,s,f,c,k,p,o,e,v
6458,x,s,s,f,c,k,p,o,e,v
6459,k,y,y,f,c,k,p,o,e,v
6460,f,s,s,f,c,s,p,o,e,v
6461,f,y,s,f,c,k,p,o,e,v
6462,f,y,f,f,c,s,p,o,e,v
6463,f,y,s,f,c,k,p,o,e,v
6464,f,y,f,f,c,s,p,o,e,v
6465,f,y,f,f,c,s,p,o,e,v
6466,k,y,y,f,c,s,p,o,e,v
6467,k,y,y,f,c,s,p,o,e,v
6468,f,s,y,f,c,s,p,o,e,v
6469,x,s,y,f,c,k,p,o,e,v
6470,k,s,f,f,c,s,p,o,e,v
6471,x,s,f,f,c,s,p,o,e,v
6472,f,s,f,f,c,k,p,o,e,v
6473,x,s,s,f,c,k,p,o,e,v
6474,f,s,y,f,c,k,p,o,e,v
6475,x,s,f,f,c,k,p,o,e,v
6476,f,y,y,f,c,k,p,o,e,v
6477,x,s,f,f,c,s,p,o,e,v
6478,x,s,y,f,c,s,p,o,e,v
6479,x,s,s,f,c,k,p,o,e,v
6480,x,s,s,f,c,k,p,o,e,v
6481,x,y,s,f,c,s,p,o,e,v
6482,f,y,y,f,c,k,p,o,e,v
6483,f,s,s,f,c,s,p,o,e,v
6484,x,s,y,f,c,k,p,o,e,v
6485,f,y,y,f,c,k,p,o,e,v
6486,f,s,y,f,c,s,p,o,e,v
6487,f,s,s,f,c,k,p,o,e,v
6488,f,y,f,f,c,k,p,o,e,v
6489,f,s,s,f,c,k,p,o,e,v
6490,x,s,f,f,c,k,p,o,e,v
6491,f,y,s,f,c,k,p,o,e,v
6492,f,s,s,f,c,k,p,o,e,v
6493,f,y,f,f,c,s,p,o,e,v
6494,f,s,s,f,c,k,p,o,e,v
6495,f,y,f,f,c,k,p,o,e,v
6496,f,y,y,f,c,s,p,o,e,v
6497,f,s,y,f,c,k,p,o,e,v
6498,f,s,f,f,c,k,p,o,e,v
6499,f,y,s,f,c,k,p,o,e,v
6500,f,s,f,f,c,s,p,o,e,v
6501,f,s,f,f,c,s,p,o,e,v
6502,k,y,s,f,c,s,p,o,e,v
6503,f,y,f,f,c,k,p,o,e,v
6504,f,s,f,f,c,k,p,o,e,v
6505,f,y,y,f,c,s,p,o,e,v
6506,f,y,s,f,c,s,p,o,e,v
6507,f,y,f,f,c,s,p,o,e,v
6508,f,s,s,f,c,k,p,o,e,v
6509,x,y,y,f,c,s,p,o,e,v
6510,x,f,n,f,w,s,p,t,p,n
6511,x,s,s,f,c,s,p,o,e,v
6512,x,s,f,f,c,s,p,o,e,v
6513,f,y,y,f,c,k,p,o,e,v
6514,x,s,y,f,c,s,p,o,e,v
6515,x,s,y,f,c,k,p,o,e,v
6516,x,s,f,f,c,s,p,o,e,v
6517,x,s,y,f,c,k,p,o,e,v
6518,x,f,n,f,w,k,p,t,p,n
6519,f,y,f,f,c,s,p,o,e,v
6520,f,y,f,f,c,k,p,o,e,v
6521,x,y,y,f,c,s,p,o,e,v
6522,x,s,y,f,c,k,p,o,e,v
6523,k,s,y,f,c,s,p,o,e,v
6524,k,y,f,f,c,s,p,o,e,v
6525,f,y,s,f,c,k,p,o,e,v
6526,x,s,f,f,c,k,p,o,e,v
6527,f,s,s,f,c,s,p,o,e,v
6528,x,s,s,f,c,s,p,o,e,v
6529,f,y,y,f,c,k,p,o,e,v
6530,x,s,s,f,c,s,p,o,e,v
6531,k,f,n,f,w,k,p,t,p,n
6532,k,y,f,f,c,k,p,o,e,v
6533,f,s,f,f,c,k,p,o,e,v
6534,x,y,f,f,c,s,p,o,e,v
6535,x,s,s,f,c,s,p,o,e,v
6536,x,s,y,f,c,s,p,o,e,v
6537,f,y,y,f,c,s,p,o,e,v
6538,f,y,s,f,c,s,p,o,e,v
6539,x,y,y,f,c,s,p,o,e,v
6540,f,s,y,f,c,k,p,o,e,v
6541,x,s,s,f,c,k,p,o,e,v
6542,x,s,s,f,c,s,p,o,e,v
6543,f,y,f,f,c,k,p,o,e,v
6544,f,y,s,f,c,k,p,o,e,v
6545,f,y,s,f,c,s,p,o,e,v
6546,f,y,f,f,c,s,p,o,e,v
6547,f,s,y,f,c,k,p,o,e,v
6548,f,y,f,f,c,s,p,o,e,v
6549,f,y,s,f,c,s,p,o,e,v
6550,x,y,s,f,c,s,p,o,e,v
6551,k,s,f,f,c,k,p,o,e,v
6552,f,y,s,f,c,s,p,o,e,v
6553,f,y,y,f,c,s,p,o,e,v
6554,f,s,s,f,c,k,p,o,e,v
6555,f,s,y,f,c,k,p,o,e,v
6556,k,s,f,f,c,k,p,o,e,v
6557,f,y,s,f,c,s,p,o,e,v
6558,f,s,s,f,c,k,p,o,e,v
6559,x,s,n,a,c,s,p,o,p,v
6560,x,s,y,f,c,s,p,o,e,v
6561,k,s,y,f,c,s,p,o,e,v
6562,f,s,f,f,c,k,p,o,e,v
6563,f,s,y,f,c,s,p,o,e,v
6564,x,s,y,f,c,s,p,o,e,v
6565,f,s,y,f,c,k,p,o,e,v
6566,f,y,f,f,c,s,p,o,e,v
6567,f,y,y,f,c,k,p,o,e,v
6568,f,s,f,f,c,s,p,o,e,v
6569,x,s,f,f,c,k,p,o,e,v
6570,x,s,s,f,c,k,p,o,e,v
6571,x,s,y,f,c,s,p,o,e,v
6572,x,s,s,f,c,k,p,o,e,v
6573,f,y,f,f,c,s,p,o,e,v
6574,x,s,y,f,c,k,p,o,e,v
6575,k,s,y,f,c,s,p,o,e,v
6576,x,y,f,f,c,s,p,o,e,v
6577,f,s,f,f,c,s,p,o,e,v
6578,f,s,y,f,c,k,p,o,e,v
6579,x,s,f,f,c,s,p,o,e,v
6580,k,y,y,f,c,k,p,o,e,v
6581,x,s,y,f,c,k,p,o,e,v
6582,f,y,s,f,c,s,p,o,e,v
6583,f,y,s,f,c,s,p,o,e,v
6584,f,y,s,f,c,s,p,o,e,v
6585,f,s,s,f,c,k,p,o,e,v
6586,f,s,y,f,c,s,p,o,e,v
6587,k,y,y,f,c,k,p,o,e,v
6588,f,y,y,f,c,k,p,o,e,v
6589,f,s,s,f,c,s,p,o,e,v
6590,f,s,f,f,c,s,p,o,e,v
6591,x,s,y,f,c,s,p,o,e,v
6592,f,y,s,f,c,s,p,o,e,v
6593,f,y,s,f,c,k,p,o,e,v
6594,x,y,s,f,c,k,p,o,e,v
6595,f,s,s,f,c,s,p,o,e,v
6596,x,s,s,f,c,k,p,o,e,v
6597,f,s,y,f,c,k,p,o,e,v
6598,f,s,s,f,c,k,p,o,e,v
6599,f,s,y,f,c,s,p,o,e,v
6600,x,s,n,f,w,k,p,t,p,n
6601,k,y,y,f,c,k,p,o,e,v
6602,x,y,s,f,c,s,p,o,e,v
6603,x,s,s,f,c,s,p,o,e,v
6604,x,s,s,f,c,s,p,o,e,v
6605,f,y,s,f,c,k,p,o,e,v
6606,k,y,f,f,c,s,p,o,e,v
6607,x,s,f,f,c,s,p,o,e,v
6608,x,s,s,f,c,k,p,o,e,v
6609,k,y,y,f,c,s,p,o,e,v
6610,x,y,f,f,c,k,p,o,e,v
6611,k,s,f,f,c,s,p,o,e,v
6612,x,s,f,f,c,k,p,o,e,v
6613,x,y,f,f,c,k,p,o,e,v
6614,f,s,y,f,c,k,p,o,e,v
6615,f,s,s,f,c,k,p,o,e,v
6616,f,s,f,f,c,s,p,o,e,v
6617,f,s,y,f,c,s,p,o,e,v
6618,x,y,s,f,c,s,p,o,e,v
6619,x,s,f,f,c,s,p,o,e,v
6620,f,s,s,f,c,s,p,o,e,v
6621,f,y,s,f,c,s,p,o,e,v
6622,x,s,f,f,c,s,p,o,e,v
6623,x,s,s,f,c,k,p,o,e,v
6624,x,s,y,f,c,k,p,o,e,v
6625,f,s,f,f,c,s,p,o,e,v
6626,x,y,s,f,c,k,p,o,e,v
6627,x,s,y,f,c,k,p,o,e,v
6628,x,s,s,f,c,k,p,o,e,v
6629,x,s,y,f,c,k,p,o,e,v
6630,x,s,y,f,c,k,p,o,e,v
6631,x,s,s,f,c,s,p,o,e,v
6632,f,s,y,f,c,s,p,o,e,v
6633,f,y,f,f,c,s,p,o,e,v
6634,x,s,s,f,c,s,p,o,e,v
6635,x,s,f,f,c,k,p,o,e,v
6636,f,s,s,f,c,s,p,o,e,v
6637,x,s,f,f,c,k,p,o,e,v
6638,f,s,y,f,c,s,p,o,e,v
6639,k,y,y,f,c,k,p,o,e,v
6640,x,s,y,f,c,k,p,o,e,v
6641,f,y,y,f,c,s,p,o,e,v
6642,k,y,y,f,c,s,p,o,e,v
6643,f,s,s,f,c,s,p,o,e,v
6644,f,s,f,f,c,k,p,o,e,v
6645,x,s,y,f,c,k,p,o,e,v
6646,x,s,f,f,c,s,p,o,e,v
6647,f,y,y,f,c,s,p,o,e,v
6648,f,y,s,f,c,k,p,o,e,v
6649,x,s,y,f,c,s,p,o,e,v
6650,f,y,y,f,c,s,p,o,e,v
6651,x,y,s,f,c,s,p,o,e,v
6652,f,y,y,f,c,k,p,o,e,v
6653,f,y,s,f,c,s,p,o,e,v
6654,x,y,f,f,c,s,p,o,e,v
6655,f,s,y,f,c,s,p,o,e,v
6656,k,s,s,f,c,k,p,o,e,v
6657,x,y,f,f,c,s,p,o,e,v
6658,x,s,f,f,c,s,p,o,e,v
6659,f,s,s,f,c,s,p,o,e,v
6660,f,s,y,f,c,s,p,o,e,v
6661,b,f,n,f,w,k,p,t,p,s
6662,x,s,y,f,c,s,p,o,e,v
6663,k,s,s,f,c,s,p,o,e,v
6664,b,s,n,a,c,s,p,o,p,v
6665,f,s,y,f,c,s,p,o,e,v
6666,f,y,s,f,c,k,p,o,e,v
6667,x,y,s,f,c,k,p,o,e,v
6668,x,s,s,f,c,s,p,o,e,v
6669,k,y,m,a,c,y,p,n,n,c
6670,x,s,s,f,c,s,p,o,e,v
6671,f,s,s,f,c,k,p,o,e,v
6672,x,s,y,f,c,k,p,o,e,v
6673,x,y,s,f,c,k,p,o,e,v
6674,x,s,f,f,c,k,p,o,e,v
6675,f,s,f,f,c,s,p,o,e,v
6676,f,s,f,f,c,k,p,o,e,v
6677,f,s,s,f,c,k,p,o,e,v
6678,f,y,y,f,c,s,p,o,e,v
6679,x,s,y,f,c,k,p,o,e,v
6680,f,y,s,f,c,k,p,o,e,v
6681,f,y,y,f,c,k,p,o,e,v
6682,x,y,f,f,c,k,p,o,e,v
6683,f,y,s,f,c,s,p,o,e,v
6684,f,s,f,f,c,k,p,o,e,v
6685,f,s,f,f,c,s,p,o,e,v
6686,x,s,y,f,c,k,p,o,e,v
6687,x,s,f,f,c,k,p,o,e,v
6688,k,y,s,f,c,s,p,o,e,v
6689,x,y,f,f,c,s,p,o,e,v
6690,x,s,y,f,c,s,p,o,e,v
6691,x,s,y,f,c,k,p,o,e,v
6692,x,s,s,f,c,s,p,o,e,v
6693,f,s,y,f,c,k,p,o,e,v
6694,f,y,s,f,c,k,p,o,e,v
6695,x,s,s,f,c,k,p,o,e,v
6696,k,s,f,f,c,k,p,o,e,v
6697,f,s,y,f,c,s,p,o,e,v
6698,f,y,f,f,c,k,p,o,e,v
6699,f,y,y,f,c,k,p,o,e,v
6700,f,y,s,f,c,k,p,o,e,v
6701,f,y,f,f,c,s,p,o,e,v
6702,x,s,y,f,c,s,p,o,e,v
6703,f,y,s,f,c,k,p,o,e,v
6704,f,s,s,f,c,s,p,o,e,v
6705,f,s,f,f,c,k,p,o,e,v
6706,x,s,y,f,c,s,p,o,e,v
6707,f,y,f,f,c,s,p,o,e,v
6708,k,y,y,f,c,k,p,o,e,v
6709,f,s,y,f,c,s,p,o,e,v
6710,f,y,f,f,c,k,p,o,e,v
6711,f,s,y,f,c,k,p,o,e,v
6712,x,s,f,f,c,k,p,o,e,v
6713,f,s,f,f,c,k,p,o,e,v
6714,x,s,f,f,c,k,p,o,e,v
6715,f,y,s,f,c,s,p,o,e,v
6716,x,s,y,f,c,k,p,o,e,v
6717,f,s,s,f,c,k,p,o,e,v
6718,f,s,f,f,c,s,p,o,e,v
6719,x,s,y,f,c,k,p,o,e,v
6720,x,s,s,f,c,s,p,o,e,v
6721,f,s,s,f,c,k,p,o,e,v
6722,x,s,f,f,c,k,p,o,e,v
6723,x,s,s,f,c,s,p,o,e,v
6724,f,s,f,f,c,k,p,o,e,v
6725,x,y,s,f,c,k,p,o,e,v
6726,x,s,y,f,c,k,p,o,e,v
6727,x,y,s,f,c,s,p,o,e,v
6728,f,s,y,f,c,k,p,o,e,v
6729,x,s,s,f,c,s,p,o,e,v
6730,f,y,f,f,c,s,p,o,e,v
6731,x,s,f,f,c,s,p,o,e,v
6732,x,s,s,f,c,s,p,o,e,v
6733,f,s,y,f,c,s,p,o,e,v
6734,x,s,s,f,c,k,p,o,e,v
6735,f,s,y,f,c,k,p,o,e,v
6736,x,y,s,f,c,k,p,o,e,v
6737,f,y,y,f,c,k,p,o,e,v
6738,x,y,s,f,c,k,p,o,e,v
6739,k,y,y,f,c,k,p,o,e,v
6740,f,y,y,f,c,s,p,o,e,v
6741,x,y,f,f,c,s,p,o,e,v
6742,f,s,y,f,c,s,p,o,e,v
6743,x,s,s,f,c,k,p,o,e,v
6744,f,s,y,f,c,s,p,o,e,v
6745,x,f,n,f,w,k,p,t,p,s
6746,x,s,y,f,c,k,p,o,e,v
6747,f,s,f,f,c,k,p,o,e,v
6748,f,s,s,f,c,s,p,o,e,v
6749,x,s,f,f,c,k,p,o,e,v
6750,x,s,y,f,c,s,p,o,e,v
6751,x,s,s,f,c,s,p,o,e,v
6752,f,y,y,f,c,s,p,o,e,v
6753,b,f,n,f,w,s,p,t,p,s
6754,f,y,s,f,c,s,p,o,e,v
6755,f,y,f,f,c,k,p,o,e,v
6756,f,y,s,f,c,s,p,o,e,v
6757,f,s,f,f,c,k,p,o,e,v
6758,f,y,f,f,c,k,p,o,e,v
6759,x,y,s,f,c,s,p,o,e,v
6760,f,y,s,f,c,s,p,o,e,v
6761,x,s,y,f,c,k,p,o,e,v
6762,f,y,f,f,c,s,p,o,e,v
6763,k,f,n,f,w,s,p,t,p,s
6764,b,s,n,a,c,s,p,o,p,c
6765,f,s,s,f,c,s,p,o,e,v
6766,x,s,s,f,c,s,p,o,e,v
6767,f,y,s,f,c,s,p,o,e,v
6768,f,s,s,f,c,s,p,o,e,v
6769,f,y,y,f,c,s,p,o,e,v
6770,f,s,f,f,c,s,p,o,e,v
6771,f,y,y,f,c,s,p,o,e,v
6772,f,y,f,f,c,k,p,o,e,v
6773,f,s,s,f,c,k,p,o,e,v
6774,x,s,y,f,c,k,p,o,e,v
6775,x,f,n,f,w,k,p,t,p,n
6776,f,s,f,f,c,s,p,o,e,v
6777,x,s,y,f,c,s,p,o,e,v
6778,x,s,y,f,c,s,p,o,e,v
6779,x,s,y,f,c,s,p,o,e,v
6780,x,s,f,f,c,k,p,o,e,v
6781,k,y,y,f,c,k,p,o,e,v
6782,f,s,y,f,c,k,p,o,e,v
6783,x,y,y,f,c,s,p,o,e,v
6784,f,s,y,f,c,s,p,o,e,v
6785,f,s,f,f,c,k,p,o,e,v
6786,x,s,s,f,c,k,p,o,e,v
6787,x,s,f,f,c,s,p,o,e,v
6788,x,y,s,f,c,s,p,o,e,v
6789,f,s,f,f,c,s,p,o,e,v
6790,f,s,s,f,c,k,p,o,e,v
6791,f,y,f,f,c,k,p,o,e,v
6792,x,s,s,f,c,k,p,o,e,v
6793,f,s,s,f,c,s,p,o,e,v
6794,f,y,s,f,c,s,p,o,e,v
6795,f,y,y,f,c,k,p,o,e,v
6796,x,y,s,f,c,k,p,o,e,v
6797,f,y,f,f,c,k,p,o,e,v
6798,f,s,f,f,c,s,p,o,e,v
6799,f,s,y,f,c,s,p,o,e,v
6800,k,y,f,f,c,k,p,o,e,v
6801,f,s,y,f,c,s,p,o,e,v
6802,x,s,s,f,c,s,p,o,e,v
6803,x,y,y,f,c,k,p,o,e,v
6804,f,y,f,f,c,k,p,o,e,v
6805,x,y,s,f,c,k,p,o,e,v
6806,f,y,f,f,c,s,p,o,e,v
6807,f,y,y,f,c,k,p,o,e,v
6808,f,y,y,f,c,k,p,o,e,v
6809,x,y,s,f,c,s,p,o,e,v
6810,x,s,y,f,c,k,p,o,e,v
6811,f,s,f,f,c,s,p,o,e,v
6812,f,s,f,f,c,k,p,o,e,v
6813,x,s,f,f,c,s,p,o,e,v
6814,f,s,y,f,c,k,p,o,e,v
6815,f,s,s,f,c,s,p,o,e,v
6816,f,s,y,f,c,k,p,o,e,v
6817,f,y,f,f,c,k,p,o,e,v
6818,f,y,s,f,c,k,p,o,e,v
6819,k,s,f,f,c,k,p,o,e,v
6820,f,s,y,f,c,k,p,o,e,v
6821,f,y,y,f,c,s,p,o,e,v
6822,f,s,s,f,c,s,p,o,e,v
6823,f,y,y,f,c,s,p,o,e,v
6824,x,s,y,f,c,s,p,o,e,v
6825,k,y,y,f,c,k,p,o,e,v
6826,x,y,s,f,c,k,p,o,e,v
6827,x,s,f,f,c,s,p,o,e,v
6828,x,s,n,f,w,s,p,t,p,n
6829,k,y,y,f,c,s,p,o,e,v
6830,x,s,y,f,c,s,p,o,e,v
6831,f,s,s,f,c,k,p,o,e,v
6832,f,s,s,f,c,s,p,o,e,v
6833,x,s,s,f,c,k,p,o,e,v
6834,f,s,f,f,c,k,p,o,e,v
6835,f,y,f,f,c,k,p,o,e,v
6836,f,y,f,f,c,k,p,o,e,v
6837,f,s,f,f,c,s,p,o,e,v
6838,f,s,f,f,c,s,p,o,e,v
6839,x,s,f,f,c,s,p,o,e,v
6840,f,s,f,f,c,k,p,o,e,v
6841,x,s,s,f,c,s,p,o,e,v
6842,f,s,y,f,c,s,p,o,e,v
6843,f,y,f,f,c,s,p,o,e,v
6844,k,y,s,f,c,s,p,o,e,v
6845,f,s,s,f,c,s,p,o,e,v
6846,k,y,s,f,c,s,p,o,e,v
6847,f,s,y,f,c,k,p,o,e,v
6848,f,y,s,f,c,k,p,o,e,v
6849,f,s,f,f,c,k,p,o,e,v
6850,b,s,n,a,c,s,p,o,p,c
6851,x,s,f,f,c,k,p,o,e,v
6852,f,y,s,f,c,s,p,o,e,v
6853,f,y,s,f,c,k,p,o,e,v
6854,f,s,f,f,c,k,p,o,e,v
6855,f,y,f,f,c,k,p,o,e,v
6856,k,y,m,f,c,y,p,n,n,c
6857,x,s,f,f,c,k,p,o,e,v
6858,f,s,s,f,c,k,p,o,e,v
6859,k,y,y,f,c,s,p,o,e,v
6860,f,s,f,f,c,s,p,o,e,v
6861,k,s,n,f,w,k,p,t,p,s
6862,f,y,y,f,c,s,p,o,e,v
6863,f,y,y,f,c,k,p,o,e,v
6864,f,y,y,f,c,s,p,o,e,v
6865,f,s,s,f,c,k,p,o,e,v
6866,f,s,y,f,c,s,p,o,e,v
6867,f,y,y,f,c,k,p,o,e,v
6868,x,s,f,f,c,s,p,o,e,v
6869,f,y,f,f,c,s,p,o,e,v
6870,x,s,f,f,c,k,p,o,e,v
6871,x,s,f,f,c,k,p,o,e,v
6872,x,s,y,f,c,k,p,o,e,v
6873,f,y,y,f,c,k,p,o,e,v
6874,x,s,y,f,c,s,p,o,e,v
6875,x,s,s,f,c,s,p,o,e,v
6876,f,s,f,f,c,s,p,o,e,v
6877,x,s,y,f,c,k,p,o,e,v
6878,f,y,y,f,c,s,p,o,e,v
6879,x,s,f,f,c,k,p,o,e,v
