id,gill-attachment,gill-color,stalk-surface-above-ring,veil-type,ring-type,classes
2856,f,w,s,p,p,e
2857,f,u,s,p,p,e
2858,f,p,s,p,p,e
2859,f,p,s,p,p,e
2860,f,u,s,p,p,e
2861,f,u,s,p,p,p
2862,f,w,s,p,p,e
2863,f,w,s,p,p,e
2864,f,u,s,p,p,e
2865,f,n,s,p,p,e
2866,f,n,s,p,p,e
2867,f,n,s,p,p,e
2868,f,u,s,p,p,e
2869,f,p,s,p,p,e
2870,f,u,s,p,p,e
2871,f,p,s,p,p,e
2872,f,w,s,p,p,e
2873,f,u,s,p,p,e
2874,f,p,s,p,p,e
2875,f,p,s,p,p,e
2876,f,w,s,p,p,e
2877,f,n,s,p,p,e
2878,f,w,s,p,p,e
2879,f,p,s,p,p,e
2880,f,p,s,p,p,e
2881,f,p,s,p,p,e
2882,f,k,s,p,e,e
2883,f,w,s,p,p,e
2884,f,n,s,p,p,e
2885,f,u,s,p,p,e
2886,f,n,s,p,p,e
2887,f,n,s,p,p,e
2888,f,n,s,p,p,p
2889,f,w,s,p,p,e
2890,f,w,s,p,p,e
2891,f,k,s,p,e,e
2892,f,u,s,p,p,e
2893,f,u,s,p,p,p
2894,f,p,s,p,p,e
2895,f,p,s,p,p,e
2896,f,u,s,p,p,e
2897,f,p,s,p,p,e
2898,f,u,s,p,p,e
2899,f,n,s,p,p,e
2900,f,n,s,p,p,e
2901,f,w,s,p,p,e
2902,f,p,s,p,p,e
2903,f,n,s,p,p,e
2904,f,h,k,p,l,p
2905,f,n,s,p,p,e
2906,f,w,s,p,p,e
2907,f,n,s,p,p,e
2908,f,p,s,p,p,e
2909,f,p,s,p,p,e
2910,f,p,s,p,p,e
2911,f,n,s,p,p,e
2912,f,n,s,p,p,e
2913,f,p,s,p,p,e
2914,f,u,s,p,p,e
2915,f,w,s,p,p,e
2916,f,u,s,p,p,e
2917,f,n,s,p,p,e
2918,f,p,s,p,p,e
2919,f,w,s,p,p,e
2920,f,u,s,p,p,e
2921,f,w,s,p,p,e
2922,f,u,s,p,p,e
2923,f,u,s,p,p,e
2924,f,u,s,p,p,e
2925,f,n,s,p,p,e
2926,f,w,s,p,p,e
2927,f,g,k,p,l,p
2928,f,p,s,p,p,e
2929,f,n,s,p,p,e
2930,f,p,s,p,p,e
2931,f,w,s,p,p,e
2932,f,n,s,p,p,e
2933,f,p,s,p,p,e
2934,f,p,s,p,p,e
2935,f,w,s,p,p,e
2936,f,w,s,p,p,e
2937,f,n,s,p,p,e
2938,f,h,k,p,l,p
2939,f,u,s,p,p,e
2940,f,u,s,p,p,e
2941,f,n,s,p,p,e
2942,f,u,s,p,p,e
2943,f,p,s,p,p,e
2944,f,w,s,p,p,e
2945,f,u,s,p,p,e
2946,f,p,s,p,p,e
2947,f,p,s,p,p,e
2948,f,w,s,p,p,e
2949,f,n,s,p,p,e
2950,f,u,s,p,p,e
2951,f,p,s,p,p,e
2952,f,p,s,p,p,e
2953,f,u,s,p,p,e
2954,f,n,s,p,p,e
2955,f,p,s,p,p,e
2956,f,n,s,p,p,e
2957,f,n,s,p,p,e
2958,f,n,s,p,p,e
2959,f,w,s,p,p,e
2960,f,w,s,p,p,e
2961,f,u,s,p,p,e
2962,f,n,s,p,p,e
2963,f,w,s,p,p,e
2964,f,u,s,p,p,e
2965,f,u,s,p,p,e
2966,f,u,s,p,p,e
2967,f,n,f,p,e,e
2968,f,w,s,p,p,e
2969,f,p,s,p,p,e
2970,f,u,s,p,p,e
2971,f,n,s,p,p,e
2972,f,u,s,p,p,e
2973,f,w,s,p,p,e
2974,f,u,s,p,p,e
2975,f,w,s,p,p,e
2976,f,u,s,p,p,e
2977,f,u,s,p,p,e
2978,f,w,s,p,p,e
2979,f,p,s,p,p,e
2980,f,u,s,p,p,e
2981,f,u,s,p,p,e
2982,f,p,s,p,p,e
2983,f,u,s,p,p,e
2984,f,w,s,p,p,e
2985,f,u,s,p,p,e
2986,f,w,s,p,p,e
2987,f,w,s,p,p,e
2988,f,w,s,p,p,e
2989,f,w,s,p,p,e
2990,f,p,s,p,p,e
2991,f,h,k,p,l,p
2992,f,w,s,p,p,e
2993,f,p,s,p,p,e
2994,f,n,s,p,p,e
2995,f,u,s,p,p,e
2996,f,u,s,p,p,e
2997,f,n,s,p,p,e
2998,f,n,s,p,p,e
2999,f,w,s,p,p,e
3000,f,u,s,p,p,e
3001,f,n,s,p,p,e
3002,f,h,k,p,l,p
3003,f,u,s,p,p,e
3004,f,p,k,p,l,p
3005,f,g,s,p,p,p
3006,f,u,s,p,p,e
3007,f,u,s,p,p,e
3008,f,p,s,p,p,e
3009,f,p,s,p,p,e
3010,f,h,k,p,l,p
3011,f,w,s,p,p,e
3012,f,u,s,p,p,e
3013,f,u,s,p,p,e
3014,f,p,s,p,p,p
3015,f,u,s,p,p,e
3016,f,u,s,p,p,e
3017,f,g,k,p,l,p
3018,f,g,k,p,l,p
3019,f,p,s,p,p,e
3020,f,n,s,p,p,e
3021,f,w,s,p,p,e
3022,f,w,s,p,p,e
3023,f,w,s,p,p,e
3024,f,u,s,p,p,e
3025,f,w,s,p,p,e
3026,f,p,s,p,p,e
3027,f,u,s,p,p,p
3028,f,g,k,p,l,p
3029,f,p,s,p,p,e
3030,f,w,s,p,p,e
3031,f,w,s,p,p,e
3032,f,w,s,p,p,e
3033,f,u,s,p,p,e
3034,f,w,s,p,p,e
3035,f,h,k,p,l,p
3036,f,w,s,p,p,e
3037,f,p,s,p,p,e
3038,f,p,s,p,p,p
3039,f,p,s,p,p,e
3040,f,p,s,p,p,e
3041,f,p,k,p,l,p
3042,f,p,k,p,l,p
3043,f,u,s,p,p,e
3044,f,p,s,p,p,e
3045,f,w,s,p,p,e
3046,f,p,s,p,p,e
3047,f,n,s,p,p,e
3048,f,n,s,p,p,p
3049,f,p,s,p,p,e
3050,f,u,s,p,p,e
3051,f,p,s,p,p,e
3052,f,n,s,p,p,e
3053,f,p,s,p,p,p
3054,f,w,s,p,p,e
3055,f,u,s,p,p,e
3056,f,p,s,p,p,e
3057,f,p,s,p,p,e
3058,f,u,s,p,p,p
3059,f,n,s,p,p,p
3060,f,u,s,p,p,e
3061,f,p,k,p,l,p
3062,f,g,s,p,p,p
3063,f,g,k,p,l,p
3064,f,n,s,p,p,e
3065,f,g,k,p,l,p
3066,f,u,s,p,p,e
3067,f,u,s,p,p,e
3068,f,p,s,p,p,e
3069,f,p,s,p,p,p
3070,f,g,k,p,l,p
3071,f,u,s,p,p,e
3072,f,w,s,p,p,e
3073,f,n,s,p,p,e
3074,f,p,k,p,l,p
3075,f,p,s,p,p,e
3076,f,h,k,p,l,p
3077,f,n,s,p,p,e
3078,f,u,s,p,p,e
3079,f,g,k,p,l,p
3080,f,u,s,p,p,e
3081,f,u,s,p,p,e
3082,f,p,s,p,p,e
3083,f,g,k,p,l,p
3084,f,p,s,p,p,e
3085,f,u,s,p,p,e
3086,f,p,k,p,l,p
3087,f,u,s,p,p,e
3088,f,h,k,p,l,p
3089,f,w,s,p,p,e
3090,f,h,k,p,l,p
3091,f,g,k,p,l,p
3092,f,g,k,p,l,p
3093,f,u,s,p,p,e
3094,f,p,k,p,l,p
3095,f,u,s,p,p,e
3096,f,g,s,p,p,p
3097,f,w,s,p,p,e
3098,f,p,s,p,p,p
3099,f,n,s,p,p,e
3100,f,u,s,p,p,e
3101,f,p,s,p,p,e
3102,f,n,s,p,p,e
3103,f,p,k,p,l,p
3104,f,g,k,p,l,p
3105,f,g,s,p,p,p
3106,f,u,s,p,p,e
3107,f,w,s,p,p,e
3108,f,u,s,p,p,e
3109,f,w,s,p,p,e
3110,f,p,k,p,l,p
3111,f,u,s,p,p,p
3112,f,w,s,p,p,e
3113,f,n,s,p,p,e
3114,f,n,s,p,p,e
3115,f,w,s,p,p,e
3116,f,p,s,p,p,e
3117,f,n,s,p,p,e
3118,f,n,s,p,p,e
3119,f,u,s,p,p,p
3120,f,n,s,p,p,p
3121,f,u,s,p,p,e
3122,f,w,s,p,p,e
3123,f,p,k,p,l,p
3124,f,n,s,p,p,e
3125,f,p,s,p,p,p
3126,f,n,s,p,p,e
3127,f,n,s,p,p,e
3128,f,p,s,p,p,e
3129,f,w,s,p,p,e
3130,f,w,s,p,p,e
3131,f,p,s,p,p,e
3132,f,u,s,p,p,e
3133,f,p,s,p,p,e
3134,f,u,s,p,p,e
3135,f,u,s,p,p,e
3136,f,p,s,p,p,e
3137,f,p,s,p,p,e
3138,f,p,s,p,p,e
3139,f,g,k,p,l,p
3140,f,u,s,p,p,e
3141,f,p,s,p,p,e
3142,f,p,k,p,l,p
3143,f,w,s,p,p,e
3144,f,u,s,p,p,e
3145,f,p,s,p,p,e
3146,f,n,s,p,p,e
3147,f,n,s,p,p,e
3148,f,g,s,p,p,p
3149,f,n,s,p,p,p
3150,f,n,s,p,p,e
3151,f,u,s,p,p,e
3152,f,n,s,p,p,e
3153,f,h,k,p,l,p
3154,f,p,s,p,p,e
3155,f,n,s,p,p,e
3156,f,u,s,p,p,e
3157,f,g,s,p,p,p
3158,f,n,s,p,p,e
3159,f,u,s,p,p,e
3160,f,g,k,p,l,p
3161,f,w,s,p,p,e
3162,f,p,k,p,l,p
3163,f,g,s,p,p,p
3164,f,w,s,p,p,e
3165,f,g,k,p,l,p
3166,f,g,s,p,p,p
3167,f,p,k,p,l,p
3168,f,w,s,p,p,e
3169,f,p,k,p,l,p
3170,f,u,s,p,p,p
3171,f,n,s,p,p,e
3172,f,p,s,p,p,e
3173,f,n,s,p,p,e
3174,f,p,k,p,l,p
3175,f,g,s,p,p,p
3176,f,p,s,p,p,e
3177,f,w,s,p,p,e
3178,f,w,s,p,p,e
3179,f,n,s,p,p,e
3180,f,g,k,p,l,p
3181,f,u,s,p,p,e
3182,f,u,s,p,p,p
3183,f,n,s,p,p,p
3184,f,w,s,p,p,e
3185,f,p,s,p,p,e
3186,f,u,s,p,p,e
3187,f,u,s,p,p,e
3188,f,g,k,p,l,p
3189,f,p,k,p,l,p
3190,f,p,s,p,p,e
3191,f,g,k,p,l,p
3192,f,u,s,p,p,p
3193,f,p,s,p,p,e
3194,f,p,k,p,l,p
3195,f,u,s,p,p,e
3196,f,n,s,p,p,e
3197,f,u,s,p,p,e
3198,f,w,s,p,p,e
3199,f,w,s,p,p,e
3200,f,p,k,p,l,p
3201,f,u,s,p,p,e
3202,f,h,k,p,l,p
3203,f,u,s,p,p,e
3204,f,p,s,p,p,e
3205,f,w,s,p,p,e
3206,f,g,k,p,l,p
3207,f,u,s,p,p,e
3208,f,u,s,p,p,e
3209,f,h,k,p,l,p
3210,f,u,s,p,p,p
3211,f,w,s,p,p,e
3212,f,g,k,p,l,p
3213,f,w,s,p,p,e
3214,f,n,s,p,p,e
3215,f,n,s,p,p,e
3216,f,u,s,p,p,e
3217,f,w,s,p,p,e
3218,f,p,s,p,p,e
3219,f,g,s,p,p,p
3220,f,u,s,p,p,e
3221,f,w,s,p,p,e
3222,f,n,s,p,p,e
3223,f,n,s,p,p,e
3224,f,w,s,p,p,e
3225,f,n,s,p,p,e
3226,f,u,s,p,p,e
3227,f,p,k,p,l,p
3228,f,p,s,p,p,p
3229,f,u,s,p,p,e
3230,f,w,s,p,p,e
3231,f,n,s,p,p,e
3232,f,h,k,p,l,p
3233,f,u,s,p,p,p
3234,f,p,k,p,l,p
3235,f,n,s,p,p,e
3236,f,h,k,p,l,p
3237,f,p,s,p,p,e
3238,f,p,s,p,p,e
3239,f,w,s,p,p,e
3240,f,h,k,p,l,p
3241,f,p,s,p,p,e
3242,f,n,s,p,p,e
3243,f,p,s,p,p,p
3244,f,g,k,p,l,p
3245,f,n,s,p,p,e
3246,f,g,k,p,l,p
3247,f,g,k,p,l,p
3248,f,u,s,p,p,e
3249,f,g,k,p,l,p
3250,f,u,s,p,p,e
3251,f,u,s,p,p,e
3252,f,p,s,p,p,e
3253,f,u,s,p,p,e
3254,f,n,s,p,p,p
3255,f,w,s,p,p,e
3256,f,n,s,p,p,e
3257,f,n,s,p,p,e
3258,f,u,s,p,p,e
3259,f,g,s,p,p,p
3260,f,p,k,p,l,p
3261,f,p,s,p,p,e
3262,f,u,s,p,p,e
3263,f,p,s,p,p,p
3264,f,u,s,p,p,e
3265,f,h,k,p,l,p
3266,f,h,k,p,l,p
3267,f,w,s,p,p,e
3268,f,p,s,p,p,e
3269,f,u,s,p,p,p
3270,f,g,k,p,l,p
3271,f,p,s,p,p,p
3272,f,w,s,p,p,e
3273,f,w,s,p,p,e
3274,f,n,s,p,p,e
3275,f,p,k,p,l,p
3276,f,w,s,p,p,e
3277,f,p,s,p,p,p
3278,f,g,k,p,l,p
3279,f,p,s,p,p,e
3280,f,w,s,p,p,e
3281,f,p,k,p,l,p
3282,f,h,k,p,l,p
3283,f,p,s,p,p,p
3284,f,u,s,p,p,e
3285,f,p,k,p,l,p
3286,f,w,s,p,p,e
3287,f,u,s,p,p,e
3288,f,p,s,p,p,e
3289,f,p,s,p,p,e
3290,f,p,s,p,p,e
3291,f,p,s,p,p,e
3292,f,w,s,p,p,e
3293,f,n,s,p,p,p
3294,f,n,s,p,p,e
3295,f,u,s,p,p,e
3296,f,n,s,p,p,p
3297,f,w,s,p,p,e
3298,f,n,s,p,p,e
3299,f,h,k,p,l,p
3300,f,n,s,p,p,e
3301,f,h,k,p,l,p
3302,f,w,s,p,p,e
3303,f,u,s,p,p,e
3304,f,w,s,p,p,e
3305,f,g,k,p,l,p
3306,f,n,s,p,p,e
3307,f,p,s,p,p,p
3308,f,n,s,p,p,e
3309,f,p,s,p,p,e
3310,f,u,s,p,p,e
3311,f,n,s,p,p,e
3312,f,p,s,p,p,e
3313,f,u,s,p,p,e
3314,f,h,k,p,l,p
3315,f,u,s,p,p,e
3316,f,w,s,p,p,e
3317,f,w,s,p,p,e
3318,f,p,s,p,p,e
3319,f,p,s,p,p,e
3320,f,n,s,p,p,e
3321,f,p,s,p,p,e
3322,f,w,s,p,p,e
3323,f,u,s,p,p,p
3324,f,p,k,p,l,p
3325,f,n,s,p,p,e
3326,f,u,s,p,p,e
3327,f,g,s,p,p,p
3328,f,g,s,p,p,p
3329,f,g,k,p,l,p
3330,f,p,s,p,p,e
3331,f,u,s,p,p,e
3332,f,p,s,p,p,p
3333,f,n,s,p,p,e
3334,f,n,s,p,p,e
3335,f,g,k,p,l,p
3336,f,w,s,p,p,e
3337,f,p,s,p,p,e
3338,f,g,s,p,p,p
3339,f,n,s,p,p,e
3340,f,g,k,p,l,p
3341,f,n,s,p,p,e
3342,f,p,k,p,l,p
3343,f,u,s,p,p,e
3344,f,n,s,p,p,e
3345,f,n,s,p,p,e
3346,f,u,s,p,p,e
3347,f,u,s,p,p,p
3348,f,w,s,p,p,e
3349,f,n,s,p,p,e
3350,f,h,k,p,l,p
3351,f,w,s,p,p,e
3352,f,g,s,p,p,p
3353,f,h,k,p,l,p
3354,f,u,s,p,p,e
3355,f,u,s,p,p,e
3356,f,n,s,p,p,e
3357,f,u,s,p,p,e
3358,f,p,s,p,p,p
3359,f,p,k,p,l,p
3360,f,u,s,p,p,p
3361,f,n,s,p,p,e
3362,f,w,s,p,p,e
3363,f,h,k,p,l,p
3364,f,h,k,p,l,p
3365,f,p,s,p,p,e
3366,f,g,s,p,p,p
3367,f,u,s,p,p,p
3368,f,w,s,p,p,e
3369,f,p,s,p,p,e
3370,f,w,s,p,p,e
3371,f,w,s,p,p,e
3372,f,g,s,p,p,p
3373,f,p,k,p,l,p
3374,f,w,s,p,p,e
3375,f,u,s,p,p,e
3376,f,u,s,p,p,e
3377,f,u,s,p,p,e
3378,f,n,s,p,p,e
3379,f,w,s,p,p,e
3380,f,g,k,p,l,p
3381,f,p,s,p,p,e
3382,f,p,s,p,p,p
3383,f,w,s,p,p,e
3384,f,u,s,p,p,e
3385,f,u,s,p,p,e
3386,f,u,s,p,p,e
3387,f,p,s,p,p,e
3388,f,n,s,p,p,e
3389,f,n,s,p,p,p
3390,f,g,k,p,l,p
3391,f,n,s,p,p,p
3392,f,w,s,p,p,e
3393,f,w,s,p,p,e
3394,f,n,s,p,p,p
3395,f,w,s,p,p,e
3396,f,g,s,p,p,p
3397,f,n,s,p,p,e
3398,f,n,s,p,p,p
3399,f,n,s,p,p,e
3400,f,g,k,p,l,p
3401,f,n,s,p,p,p
3402,f,n,s,p,p,e
3403,f,g,k,p,l,p
3404,f,p,s,p,p,p
3405,f,u,s,p,p,e
3406,f,p,s,p,p,p
3407,f,p,s,p,p,e
3408,f,w,s,p,p,e
3409,f,n,s,p,p,e
3410,f,u,s,p,p,e
3411,f,u,s,p,p,e
3412,f,n,s,p,p,p
3413,f,w,s,p,p,e
3414,f,u,s,p,p,e
3415,f,w,s,p,p,e
3416,f,n,s,p,p,e
3417,f,n,s,p,p,e
3418,f,g,k,p,l,p
3419,f,p,s,p,p,p
3420,f,w,s,p,p,e
3421,f,w,s,p,p,e
3422,f,g,s,p,p,p
3423,f,n,s,p,p,e
3424,f,n,s,p,p,e
3425,f,u,s,p,p,e
3426,f,p,k,p,l,p
3427,f,p,s,p,p,p
3428,f,n,s,p,p,e
3429,f,p,s,p,p,e
3430,f,u,s,p,p,e
3431,f,p,s,p,p,e
3432,f,n,s,p,p,e
3433,f,g,k,p,l,p
3434,f,w,s,p,p,e
3435,f,p,s,p,p,e
3436,f,g,s,p,p,p
3437,f,u,s,p,p,e
3438,f,h,k,p,l,p
3439,f,u,s,p,p,e
3440,f,h,k,p,l,p
3441,f,u,s,p,p,e
3442,f,n,s,p,p,p
3443,f,w,s,p,p,e
3444,f,p,s,p,p,p
3445,f,u,s,p,p,p
3446,f,n,s,p,p,e
3447,f,u,s,p,p,p
3448,f,g,k,p,l,p
3449,f,u,s,p,p,e
3450,f,p,s,p,p,e
3451,f,u,s,p,p,e
3452,f,p,k,p,l,p
3453,f,n,s,p,p,p
3454,f,g,k,p,l,p
3455,f,u,s,p,p,p
3456,f,p,s,p,p,e
3457,f,p,s,p,p,e
3458,f,g,s,p,p,p
3459,f,w,s,p,p,e
3460,f,w,s,p,p,e
3461,f,u,s,p,p,e
3462,f,p,s,p,p,e
3463,f,n,s,p,p,e
3464,f,n,s,p,p,p
3465,f,p,s,p,p,e
3466,f,h,k,p,l,p
3467,f,p,s,p,p,e
3468,f,n,s,p,p,e
3469,f,p,s,p,p,p
3470,f,n,s,p,p,p
3471,f,u,s,p,p,e
3472,f,p,s,p,p,e
3473,f,u,s,p,p,e
3474,f,h,k,p,l,p
3475,f,u,s,p,p,e
3476,f,n,s,p,p,e
3477,f,u,s,p,p,e
3478,f,p,s,p,p,p
3479,f,p,s,p,p,e
3480,f,h,k,p,l,p
3481,f,u,s,p,p,e
3482,f,u,s,p,p,e
3483,f,n,s,p,p,e
3484,f,u,s,p,p,p
3485,f,p,s,p,p,p
3486,f,w,s,p,p,e
3487,f,p,s,p,p,e
3488,f,u,s,p,p,e
3489,f,h,k,p,l,p
3490,f,w,s,p,p,e
3491,f,p,k,p,l,p
3492,f,w,s,p,p,e
3493,f,h,k,p,l,p
3494,f,u,s,p,p,e
3495,f,u,s,p,p,e
3496,f,w,s,p,p,e
3497,f,h,k,p,l,p
3498,f,u,s,p,p,e
3499,f,p,s,p,p,e
3500,f,n,s,p,p,e
3501,f,u,s,p,p,p
3502,f,p,s,p,p,e
3503,f,n,s,p,p,e
3504,f,u,s,p,p,e
3505,f,n,s,p,p,e
3506,f,u,s,p,p,e
3507,f,p,k,p,l,p
3508,f,n,s,p,p,e
3509,f,g,k,p,l,p
3510,f,n,s,p,p,e
3511,f,p,s,p,p,e
3512,f,h,k,p,l,p
3513,f,w,s,p,p,e
3514,f,p,k,p,l,p
3515,f,w,s,p,p,e
3516,f,g,s,p,p,p
3517,f,u,s,p,p,e
3518,f,u,s,p,p,e
3519,f,n,s,p,p,e
3520,f,n,s,p,p,e
3521,f,w,s,p,p,e
3522,f,n,s,p,p,p
3523,f,h,k,p,l,p
3524,f,w,s,p,p,e
3525,f,w,s,p,p,e
3526,f,u,s,p,p,p
3527,f,p,s,p,p,e
3528,f,p,s,p,p,e
3529,f,p,s,p,p,e
3530,f,w,s,p,p,e
3531,f,n,s,p,p,e
3532,f,p,s,p,p,p
3533,f,n,s,p,p,e
3534,f,p,k,p,l,p
3535,f,p,s,p,p,e
3536,f,p,s,p,p,e
3537,f,n,s,p,p,p
3538,f,p,s,p,p,e
3539,f,w,s,p,p,e
3540,f,g,k,p,l,p
3541,f,w,s,p,p,e
3542,f,u,s,p,p,e
3543,f,n,s,p,p,e
3544,f,n,s,p,p,p
3545,f,h,k,p,l,p
3546,f,p,s,p,p,e
3547,f,p,s,p,p,e
3548,f,p,s,p,p,p
3549,f,u,s,p,p,e
3550,f,n,s,p,p,e
3551,f,u,s,p,p,e
3552,f,n,s,p,p,e
3553,f,w,s,p,p,e
3554,f,u,s,p,p,e
3555,f,p,s,p,p,p
3556,f,p,s,p,p,e
3557,f,p,k,p,l,p
3558,f,p,s,p,p,p
3559,f,w,s,p,p,e
3560,f,p,k,p,l,p
3561,f,n,s,p,p,p
3562,f,p,s,p,p,e
3563,f,u,s,p,p,e
3564,f,w,s,p,p,e
3565,f,w,s,p,p,e
3566,f,p,k,p,l,p
3567,f,u,s,p,p,e
3568,f,p,k,p,l,p
3569,f,u,s,p,p,e
3570,f,w,s,p,p,e
3571,f,p,k,p,l,p
3572,f,p,s,p,p,e
3573,f,g,k,p,l,p
3574,f,u,s,p,p,e
3575,f,u,s,p,p,e
3576,f,p,s,p,p,e
3577,f,n,s,p,p,e
3578,f,n,s,p,p,e
3579,f,n,s,p,p,e
3580,f,w,s,p,p,e
3581,f,p,s,p,p,e
3582,f,g,k,p,l,p
3583,f,u,s,p,p,e
3584,f,n,s,p,p,p
3585,f,w,s,p,p,e
3586,f,w,s,p,p,e
3587,f,p,s,p,p,e
3588,f,p,s,p,p,e
3589,f,p,s,p,p,e
3590,f,p,s,p,p,e
3591,f,g,s,p,p,p
3592,f,n,s,p,p,e
3593,f,n,s,p,p,e
3594,f,w,s,p,p,e
3595,f,g,k,p,l,p
3596,f,w,s,p,p,e
3597,f,n,s,p,p,e
3598,f,g,k,p,l,p
3599,f,n,s,p,p,e
3600,f,h,k,p,l,p
3601,f,w,s,p,p,e
3602,f,w,s,p,p,e
3603,f,p,s,p,p,e
3604,f,u,s,p,p,e
3605,f,p,k,p,l,p
3606,f,g,s,p,p,p
3607,f,p,k,p,l,p
3608,f,p,k,p,l,p
3609,f,p,k,p,l,p
3610,f,u,s,p,p,e
3611,f,g,k,p,l,p
3612,f,p,s,p,p,e
3613,f,w,s,p,p,e
3614,f,n,s,p,p,e
3615,f,p,k,p,l,p
3616,f,n,s,p,p,e
3617,f,u,s,p,p,p
3618,f,w,s,p,p,e
3619,f,n,s,p,p,e
3620,f,n,s,p,p,e
3621,f,p,s,p,p,e
3622,f,h,k,p,l,p
3623,f,h,k,p,l,p
3624,f,n,s,p,p,e
3625,f,u,s,p,p,e
3626,f,p,k,p,l,p
3627,f,w,s,p,p,e
3628,f,g,s,p,p,p
3629,f,n,s,p,p,e
3630,f,n,s,p,p,e
3631,f,g,k,p,l,p
3632,f,w,s,p,p,e
3633,f,u,s,p,p,p
3634,f,h,k,p,l,p
3635,f,n,s,p,p,e
3636,f,g,k,p,l,p
3637,f,p,s,p,p,e
3638,f,u,s,p,p,e
3639,f,w,s,p,p,e
3640,f,w,s,p,p,e
3641,f,u,s,p,p,e
3642,f,p,s,p,p,e
3643,f,u,s,p,p,e
3644,f,n,s,p,p,e
3645,f,p,k,p,l,p
3646,f,u,s,p,p,e
3647,f,u,s,p,p,e
3648,f,g,k,p,l,p
3649,f,p,k,p,l,p
3650,f,p,k,p,l,p
3651,f,u,s,p,p,e
3652,f,p,s,p,p,e
3653,f,p,k,p,l,p
3654,f,p,k,p,l,p
3655,f,p,k,p,l,p
3656,f,w,s,p,p,e
3657,f,n,s,p,p,p
3658,f,n,s,p,p,e
3659,f,h,k,p,l,p
3660,f,u,s,p,p,e
3661,f,u,s,p,p,e
3662,f,h,k,p,l,p
3663,f,p,s,p,p,e
3664,f,g,s,p,p,p
3665,f,p,s,p,p,e
3666,f,p,s,p,p,e
3667,f,p,s,p,p,e
3668,f,g,k,p,l,p
3669,f,u,s,p,p,e
3670,f,p,s,p,p,e
3671,f,g,s,p,p,p
3672,f,u,s,p,p,e
3673,f,u,s,p,p,e
3674,f,w,s,p,p,e
3675,f,u,s,p,p,e
3676,f,h,k,p,l,p
3677,f,p,s,p,p,e
3678,f,n,s,p,p,e
3679,f,u,s,p,p,e
3680,f,n,s,p,p,p
3681,f,n,s,p,p,e
3682,f,p,s,p,p,e
3683,f,n,s,p,p,e
3684,f,u,s,p,p,p
3685,f,h,k,p,l,p
3686,f,w,s,p,p,e
3687,f,g,k,p,l,p
3688,f,n,s,p,p,p
3689,f,w,s,p,p,e
3690,f,p,s,p,p,e
3691,f,n,s,p,p,e
3692,f,w,s,p,p,e
3693,f,p,s,p,p,p
3694,f,u,s,p,p,e
3695,f,g,k,p,l,p
3696,f,w,s,p,p,e
3697,f,p,s,p,p,e
3698,f,u,s,p,p,p
3699,f,n,s,p,p,e
3700,f,g,s,p,p,p
3701,f,n,s,p,p,e
3702,f,p,k,p,l,p
3703,f,w,s,p,p,e
3704,f,p,s,p,p,p
3705,f,p,k,p,l,p
3706,f,u,s,p,p,e
3707,f,w,s,p,p,e
3708,f,u,s,p,p,p
3709,f,p,k,p,l,p
3710,f,n,s,p,p,e
3711,f,p,k,p,l,p
3712,f,w,s,p,p,e
3713,f,u,s,p,p,e
3714,f,h,k,p,l,p
3715,f,n,s,p,p,e
3716,f,p,s,p,p,e
3717,f,w,s,p,p,e
3718,f,w,s,p,p,e
3719,f,g,k,p,l,p
3720,f,u,s,p,p,e
3721,f,w,s,p,p,e
3722,f,p,s,p,p,e
3723,f,p,s,p,p,e
3724,f,w,s,p,p,e
3725,f,p,k,p,l,p
3726,f,g,s,p,p,p
3727,f,g,k,p,l,p
3728,f,u,s,p,p,e
3729,f,p,s,p,p,e
3730,f,u,s,p,p,e
3731,f,w,s,p,p,e
3732,f,w,s,p,p,e
3733,f,n,s,p,p,e
3734,f,n,s,p,p,e
3735,f,h,k,p,l,p
3736,f,w,s,p,p,e
3737,f,p,s,p,p,e
3738,f,p,k,p,l,p
3739,f,p,s,p,p,p
3740,f,p,s,p,p,p
3741,f,u,s,p,p,e
3742,f,h,k,p,l,p
3743,f,n,s,p,p,p
3744,f,w,s,p,p,e
3745,f,u,s,p,p,e
3746,f,p,s,p,p,e
3747,f,p,k,p,l,p
3748,f,u,s,p,p,e
3749,f,w,s,p,p,e
3750,f,u,s,p,p,e
3751,f,p,k,p,l,p
3752,f,n,s,p,p,p
3753,f,u,s,p,p,e
3754,f,g,s,p,p,p
3755,f,u,s,p,p,p
3756,f,h,k,p,l,p
3757,f,n,s,p,p,e
3758,f,n,s,p,p,e
3759,f,p,k,p,l,p
3760,f,u,s,p,p,e
3761,f,w,s,p,p,e
3762,f,u,s,p,p,e
3763,f,n,s,p,p,e
3764,f,u,s,p,p,e
3765,f,u,s,p,p,e
3766,f,w,s,p,p,e
3767,f,w,s,p,p,e
3768,f,n,s,p,p,e
3769,f,w,s,p,p,e
3770,f,w,s,p,p,e
3771,f,p,s,p,p,e
3772,f,p,s,p,p,e
3773,f,p,s,p,p,e
3774,f,n,s,p,p,e
3775,f,p,s,p,p,e
3776,f,h,k,p,l,p
3777,f,p,s,p,p,e
3778,f,n,s,p,p,e
3779,f,w,s,p,p,e
3780,f,w,s,p,p,e
3781,f,w,s,p,p,e
3782,f,h,k,p,l,p
3783,f,w,s,p,p,e
3784,f,g,k,p,l,p
3785,f,u,s,p,p,e
