id,cap-surface,odor,gill-attachment,gill-spacing,gill-size,stalk-root,stalk-color-below-ring,ring-number,ring-type
6165,s,y,f,c,n,?,w,o,e
6166,s,y,f,c,n,?,w,o,e
6167,s,f,f,c,n,?,w,o,e
6168,s,y,f,c,n,?,w,o,e
6169,s,y,f,c,n,?,p,o,e
6170,y,y,f,c,n,?,w,o,e
6171,s,y,f,c,n,?,p,o,e
6172,s,f,f,c,n,?,w,o,e
6173,s,f,f,c,n,?,p,o,e
6174,s,f,f,c,n,?,p,o,e
6175,y,f,f,c,n,?,p,o,e
6176,s,f,f,c,n,?,p,o,e
6177,y,f,f,c,n,?,w,o,e
6178,s,f,f,c,n,?,w,o,e
6179,y,s,f,c,n,?,w,o,e
6180,s,y,f,c,n,?,w,o,e
6181,y,f,f,c,n,?,p,o,e
6182,s,s,f,c,n,?,w,o,e
6183,s,f,f,c,n,?,w,o,e
6184,y,s,f,c,n,?,w,o,e
6185,y,s,f,c,n,?,p,o,e
6186,s,y,f,c,n,?,p,o,e
6187,y,f,f,c,n,?,w,o,e
6188,y,s,f,c,n,?,w,o,e
6189,y,s,f,c,n,?,p,o,e
6190,s,s,f,c,n,?,p,o,e
6191,y,s,f,c,n,?,p,o,e
6192,s,f,f,c,n,?,w,o,e
6193,y,f,f,c,n,?,p,o,e
6194,s,f,f,c,n,?,p,o,e
6195,s,n,f,w,b,?,w,t,p
6196,y,s,f,c,n,?,p,o,e
6197,s,s,f,c,n,?,w,o,e
6198,y,s,f,c,n,?,p,o,e
6199,s,y,f,c,n,?,p,o,e
6200,y,y,f,c,n,?,w,o,e
6201,y,f,f,c,n,?,p,o,e
6202,s,f,f,c,n,?,w,o,e
6203,y,f,f,c,n,?,p,o,e
6204,s,n,f,w,b,?,w,t,p
6205,y,s,f,c,n,?,w,o,e
6206,s,f,f,c,n,?,p,o,e
6207,y,y,f,c,n,?,p,o,e
6208,y,s,f,c,n,?,w,o,e
6209,s,y,f,c,n,?,p,o,e
6210,y,y,f,c,n,?,w,o,e
6211,y,f,f,c,n,?,w,o,e
6212,s,y,f,c,n,?,w,o,e
6213,y,f,f,c,n,?,w,o,e
6214,y,s,f,c,n,?,w,o,e
6215,f,n,f,w,b,?,w,t,p
6216,y,s,f,c,n,?,w,o,e
6217,y,f,f,c,n,?,w,o,e
6218,s,f,f,c,n,?,p,o,e
6219,s,s,f,c,n,?,p,o,e
6220,s,n,f,w,b,?,w,t,p
6221,s,s,f,c,n,?,p,o,e
6222,s,y,f,c,n,?,p,o,e
6223,s,f,f,c,n,?,w,o,e
6224,y,s,f,c,n,?,w,o,e
6225,y,f,f,c,n,?,p,o,e
6226,s,y,f,c,n,?,w,o,e
6227,s,s,f,c,n,?,p,o,e
6228,y,f,f,c,n,?,p,o,e
6229,y,s,f,c,n,?,p,o,e
6230,y,y,f,c,n,?,w,o,e
6231,y,y,f,c,n,?,w,o,e
6232,y,y,f,c,n,?,p,o,e
6233,y,y,f,c,n,?,p,o,e
6234,y,y,f,c,n,?,p,o,e
6235,s,f,f,c,n,?,w,o,e
6236,s,f,f,c,n,?,p,o,e
6237,y,f,f,c,n,?,p,o,e
6238,s,s,f,c,n,?,p,o,e
6239,s,y,f,c,n,?,w,o,e
6240,s,y,f,c,n,?,p,o,e
6241,y,s,f,c,n,?,p,o,e
6242,y,f,f,c,n,?,p,o,e
6243,s,f,f,c,n,?,p,o,e
6244,y,y,f,c,n,?,p,o,e
6245,s,y,f,c,n,?,w,o,e
6246,y,f,f,c,n,?,p,o,e
6247,s,s,f,c,n,?,w,o,e
6248,s,s,f,c,n,?,w,o,e
6249,s,f,f,c,n,?,w,o,e
6250,y,y,f,c,n,?,p,o,e
6251,y,s,f,c,n,?,w,o,e
6252,s,s,f,c,n,?,w,o,e
6253,y,f,f,c,n,?,w,o,e
6254,y,s,f,c,n,?,p,o,e
6255,y,s,f,c,n,?,w,o,e
6256,y,y,f,c,n,?,w,o,e
6257,y,y,f,c,n,?,w,o,e
6258,y,s,f,c,n,?,p,o,e
6259,s,s,f,c,n,?,w,o,e
6260,y,y,f,c,n,?,w,o,e
6261,s,f,f,c,n,?,p,o,e
6262,s,n,f,w,b,?,w,t,p
6263,s,y,f,c,n,?,w,o,e
6264,s,s,f,c,n,?,w,o,e
6265,s,y,f,c,n,?,p,o,e
6266,s,s,f,c,n,?,p,o,e
6267,y,s,f,c,n,?,p,o,e
6268,s,y,f,c,n,?,p,o,e
6269,s,s,f,c,n,?,w,o,e
6270,s,y,f,c,n,?,p,o,e
6271,s,f,f,c,n,?,w,o,e
6272,s,s,f,c,n,?,w,o,e
6273,s,s,f,c,n,?,p,o,e
6274,s,f,f,c,n,?,p,o,e
6275,s,s,f,c,n,?,w,o,e
6276,y,y,f,c,n,?,w,o,e
6277,y,s,f,c,n,?,w,o,e
6278,s,f,f,c,n,?,w,o,e
6279,s,f,f,c,n,?,w,o,e
6280,s,n,f,w,b,?,w,t,p
6281,s,s,f,c,n,?,w,o,e
6282,s,y,f,c,n,?,w,o,e
6283,y,f,f,c,n,?,p,o,e
6284,y,f,f,c,n,?,p,o,e
6285,s,y,f,c,n,?,p,o,e
6286,y,s,f,c,n,?,p,o,e
6287,y,f,f,c,n,?,p,o,e
6288,s,f,f,c,n,?,w,o,e
6289,y,f,f,c,n,?,p,o,e
6290,s,s,f,c,n,?,w,o,e
6291,s,y,f,c,n,?,w,o,e
6292,s,s,f,c,n,?,p,o,e
6293,s,s,f,c,n,?,w,o,e
6294,s,s,f,c,n,?,w,o,e
6295,y,y,f,c,n,?,w,o,e
6296,y,f,f,c,n,?,w,o,e
6297,y,f,f,c,n,?,p,o,e
6298,s,f,f,c,n,?,w,o,e
6299,s,y,f,c,n,?,p,o,e
6300,s,y,f,c,n,?,w,o,e
6301,s,s,f,c,n,?,p,o,e
6302,y,y,f,c,n,?,p,o,e
6303,y,f,f,c,n,?,p,o,e
6304,y,s,f,c,n,?,w,o,e
6305,s,s,f,c,n,?,p,o,e
6306,s,f,f,c,n,?,p,o,e
6307,s,f,f,c,n,?,w,o,e
6308,y,f,f,c,n,?,w,o,e
6309,s,y,f,c,n,?,w,o,e
6310,s,f,f,c,n,?,p,o,e
6311,s,f,f,c,n,?,p,o,e
6312,y,f,f,c,n,?,w,o,e
6313,y,f,f,c,n,?,w,o,e
6314,s,s,f,c,n,?,p,o,e
6315,s,f,f,c,n,?,p,o,e
6316,y,y,f,c,n,?,p,o,e
6317,s,f,f,c,n,?,w,o,e
6318,s,y,f,c,n,?,w,o,e
6319,y,f,f,c,n,?,w,o,e
6320,y,y,f,c,n,?,w,o,e
6321,y,f,f,c,n,?,p,o,e
6322,s,y,f,c,n,?,p,o,e
6323,y,f,f,c,n,?,w,o,e
6324,y,s,f,c,n,?,w,o,e
6325,y,s,f,c,n,?,w,o,e
6326,y,y,f,c,n,?,w,o,e
6327,s,s,f,c,n,?,p,o,e
6328,s,y,f,c,n,?,p,o,e
6329,s,f,f,c,n,?,w,o,e
6330,y,f,f,c,n,?,p,o,e
6331,y,f,f,c,n,?,p,o,e
6332,f,n,f,w,b,?,w,t,p
6333,y,f,f,c,n,?,w,o,e
6334,s,f,f,c,n,?,p,o,e
6335,s,s,f,c,n,?,w,o,e
6336,y,s,f,c,n,?,w,o,e
6337,y,f,f,c,n,?,p,o,e
6338,y,y,f,c,n,?,p,o,e
6339,s,s,f,c,n,?,p,o,e
6340,s,f,f,c,n,?,p,o,e
6341,y,f,f,c,n,?,w,o,e
6342,s,f,f,c,n,?,p,o,e
6343,y,f,f,c,n,?,p,o,e
6344,y,y,f,c,n,?,p,o,e
6345,y,f,f,c,n,?,p,o,e
6346,s,f,f,c,n,?,w,o,e
6347,s,f,f,c,n,?,p,o,e
6348,s,s,f,c,n,?,p,o,e
6349,s,f,f,c,n,?,w,o,e
6350,s,f,f,c,n,?,p,o,e
6351,s,f,f,c,n,?,p,o,e
6352,y,f,f,c,n,?,p,o,e
6353,s,s,f,c,n,?,w,o,e
6354,s,y,f,c,n,?,p,o,e
6355,s,y,f,c,n,?,w,o,e
6356,s,y,f,c,n,?,w,o,e
6357,y,f,f,c,n,?,p,o,e
6358,s,y,f,c,n,?,w,o,e
6359,s,y,f,c,n,?,w,o,e
6360,s,f,f,c,n,?,p,o,e
6361,y,f,f,c,n,?,p,o,e
6362,y,y,f,c,n,?,p,o,e
6363,s,f,f,c,n,?,p,o,e
6364,y,s,f,c,n,?,p,o,e
6365,s,y,f,c,n,?,p,o,e
6366,s,f,f,c,n,?,w,o,e
6367,f,n,f,w,b,?,w,t,p
6368,s,f,f,c,n,?,p,o,e
6369,s,f,f,c,n,?,p,o,e
6370,y,y,f,c,n,?,w,o,e
6371,s,f,f,c,n,?,w,o,e
6372,y,y,f,c,n,?,w,o,e
6373,y,f,f,c,n,?,w,o,e
6374,s,f,f,c,n,?,p,o,e
6375,y,y,f,c,n,?,w,o,e
6376,s,n,a,c,b,?,o,o,p
6377,s,f,f,c,n,?,p,o,e
6378,s,s,f,c,n,?,p,o,e
6379,s,y,f,c,n,?,p,o,e
6380,y,s,f,c,n,?,w,o,e
6381,y,s,f,c,n,?,p,o,e
6382,s,f,f,c,n,?,p,o,e
6383,y,s,f,c,n,?,p,o,e
6384,s,s,f,c,n,?,p,o,e
6385,y,y,f,c,n,?,w,o,e
6386,y,f,f,c,n,?,p,o,e
6387,s,s,f,c,n,?,p,o,e
6388,y,f,f,c,n,?,p,o,e
6389,s,y,f,c,n,?,p,o,e
6390,s,s,f,c,n,?,w,o,e
6391,y,y,f,c,n,?,w,o,e
6392,s,s,f,c,n,?,p,o,e
6393,y,f,f,c,n,?,p,o,e
6394,y,y,f,c,n,?,w,o,e
6395,s,y,f,c,n,?,p,o,e
6396,s,f,f,c,n,?,w,o,e
6397,s,n,f,w,b,?,w,t,p
6398,y,y,f,c,n,?,p,o,e
6399,s,f,f,c,n,?,p,o,e
6400,y,y,f,c,n,?,p,o,e
6401,s,s,f,c,n,?,p,o,e
6402,s,s,f,c,n,?,p,o,e
6403,y,f,f,c,n,?,w,o,e
6404,f,n,f,w,b,?,w,t,p
6405,s,s,f,c,n,?,p,o,e
6406,y,s,f,c,n,?,w,o,e
6407,f,n,f,w,b,?,w,t,p
6408,s,y,f,c,n,?,w,o,e
6409,y,s,f,c,n,?,w,o,e
6410,y,f,f,c,n,?,p,o,e
6411,s,s,f,c,n,?,w,o,e
6412,s,f,f,c,n,?,p,o,e
6413,s,s,f,c,n,?,w,o,e
6414,s,s,f,c,n,?,p,o,e
6415,s,s,f,c,n,?,w,o,e
6416,y,m,f,c,b,c,c,n,n
6417,y,y,f,c,n,?,p,o,e
6418,y,y,f,c,n,?,w,o,e
6419,s,s,f,c,n,?,w,o,e
6420,s,y,f,c,n,?,w,o,e
6421,y,f,f,c,n,?,w,o,e
6422,y,s,f,c,n,?,w,o,e
6423,s,f,f,c,n,?,w,o,e
6424,s,s,f,c,n,?,w,o,e
6425,s,n,a,c,b,?,o,o,p
6426,y,s,f,c,n,?,w,o,e
6427,y,s,f,c,n,?,p,o,e
6428,y,s,f,c,n,?,w,o,e
6429,s,f,f,c,n,?,w,o,e
6430,s,y,f,c,n,?,p,o,e
6431,y,f,f,c,n,?,p,o,e
6432,s,s,f,c,n,?,p,o,e
6433,y,y,f,c,n,?,p,o,e
6434,y,f,f,c,n,?,w,o,e
6435,s,n,a,c,b,?,o,o,p
6436,s,s,f,c,n,?,p,o,e
6437,y,f,f,c,n,?,w,o,e
6438,s,f,f,c,n,?,p,o,e
6439,y,y,f,c,n,?,w,o,e
6440,y,f,f,c,n,?,w,o,e
6441,s,s,f,c,n,?,w,o,e
6442,s,f,f,c,n,?,p,o,e
6443,s,y,f,c,n,?,w,o,e
6444,y,s,f,c,n,?,w,o,e
6445,s,y,f,c,n,?,p,o,e
6446,s,y,f,c,n,?,p,o,e
6447,y,y,f,c,n,?,p,o,e
6448,s,y,f,c,n,?,p,o,e
6449,y,y,f,c,n,?,w,o,e
6450,s,n,f,w,b,?,w,t,p
6451,s,y,f,c,n,?,w,o,e
6452,s,y,f,c,n,?,w,o,e
6453,y,f,f,c,n,?,p,o,e
6454,y,s,f,c,n,?,p,o,e
6455,y,y,f,c,n,?,w,o,e
6456,s,f,f,c,n,?,p,o,e
6457,y,s,f,c,n,?,p,o,e
6458,s,s,f,c,n,?,p,o,e
6459,y,y,f,c,n,?,p,o,e
6460,s,s,f,c,n,?,p,o,e
6461,y,s,f,c,n,?,p,o,e
6462,y,f,f,c,n,?,w,o,e
6463,y,s,f,c,n,?,p,o,e
6464,y,f,f,c,n,?,w,o,e
6465,y,f,f,c,n,?,p,o,e
6466,y,y,f,c,n,?,w,o,e
6467,y,y,f,c,n,?,w,o,e
6468,s,y,f,c,n,?,p,o,e
6469,s,y,f,c,n,?,p,o,e
6470,s,f,f,c,n,?,w,o,e
6471,s,f,f,c,n,?,p,o,e
6472,s,f,f,c,n,?,w,o,e
6473,s,s,f,c,n,?,w,o,e
6474,s,y,f,c,n,?,w,o,e
6475,s,f,f,c,n,?,p,o,e
6476,y,y,f,c,n,?,p,o,e
6477,s,f,f,c,n,?,p,o,e
6478,s,y,f,c,n,?,w,o,e
6479,s,s,f,c,n,?,w,o,e
6480,s,s,f,c,n,?,p,o,e
6481,y,s,f,c,n,?,w,o,e
6482,y,y,f,c,n,?,w,o,e
6483,s,s,f,c,n,?,w,o,e
6484,s,y,f,c,n,?,w,o,e
6485,y,y,f,c,n,?,w,o,e
6486,s,y,f,c,n,?,w,o,e
6487,s,s,f,c,n,?,w,o,e
6488,y,f,f,c,n,?,p,o,e
6489,s,s,f,c,n,?,w,o,e
6490,s,f,f,c,n,?,p,o,e
6491,y,s,f,c,n,?,p,o,e
6492,s,s,f,c,n,?,p,o,e
6493,y,f,f,c,n,?,p,o,e
6494,s,s,f,c,n,?,w,o,e
6495,y,f,f,c,n,?,w,o,e
6496,y,y,f,c,n,?,p,o,e
6497,s,y,f,c,n,?,p,o,e
6498,s,f,f,c,n,?,p,o,e
6499,y,s,f,c,n,?,p,o,e
6500,s,f,f,c,n,?,w,o,e
6501,s,f,f,c,n,?,p,o,e
6502,y,s,f,c,n,?,p,o,e
6503,y,f,f,c,n,?,w,o,e
6504,s,f,f,c,n,?,p,o,e
6505,y,y,f,c,n,?,p,o,e
6506,y,s,f,c,n,?,p,o,e
6507,y,f,f,c,n,?,p,o,e
6508,s,s,f,c,n,?,p,o,e
6509,y,y,f,c,n,?,w,o,e
6510,f,n,f,w,b,?,w,t,p
6511,s,s,f,c,n,?,w,o,e
6512,s,f,f,c,n,?,w,o,e
6513,y,y,f,c,n,?,w,o,e
6514,s,y,f,c,n,?,p,o,e
6515,s,y,f,c,n,?,w,o,e
6516,s,f,f,c,n,?,w,o,e
6517,s,y,f,c,n,?,w,o,e
6518,f,n,f,w,b,?,w,t,p
6519,y,f,f,c,n,?,p,o,e
6520,y,f,f,c,n,?,p,o,e
6521,y,y,f,c,n,?,w,o,e
6522,s,y,f,c,n,?,w,o,e
6523,s,y,f,c,n,?,p,o,e
6524,y,f,f,c,n,?,w,o,e
6525,y,s,f,c,n,?,p,o,e
6526,s,f,f,c,n,?,w,o,e
6527,s,s,f,c,n,?,w,o,e
6528,s,s,f,c,n,?,w,o,e
6529,y,y,f,c,n,?,w,o,e
6530,s,s,f,c,n,?,w,o,e
6531,f,n,f,w,b,?,w,t,p
6532,y,f,f,c,n,?,w,o,e
6533,s,f,f,c,n,?,w,o,e
6534,y,f,f,c,n,?,p,o,e
6535,s,s,f,c,n,?,p,o,e
6536,s,y,f,c,n,?,p,o,e
6537,y,y,f,c,n,?,p,o,e
6538,y,s,f,c,n,?,p,o,e
6539,y,y,f,c,n,?,w,o,e
6540,s,y,f,c,n,?,p,o,e
6541,s,s,f,c,n,?,w,o,e
6542,s,s,f,c,n,?,w,o,e
6543,y,f,f,c,n,?,p,o,e
6544,y,s,f,c,n,?,p,o,e
6545,y,s,f,c,n,?,w,o,e
6546,y,f,f,c,n,?,w,o,e
6547,s,y,f,c,n,?,p,o,e
6548,y,f,f,c,n,?,w,o,e
6549,y,s,f,c,n,?,p,o,e
6550,y,s,f,c,n,?,p,o,e
6551,s,f,f,c,n,?,p,o,e
6552,y,s,f,c,n,?,w,o,e
6553,y,y,f,c,n,?,p,o,e
6554,s,s,f,c,n,?,p,o,e
6555,s,y,f,c,n,?,w,o,e
6556,s,f,f,c,n,?,p,o,e
6557,y,s,f,c,n,?,w,o,e
6558,s,s,f,c,n,?,w,o,e
6559,s,n,a,c,b,?,o,o,p
6560,s,y,f,c,n,?,w,o,e
6561,s,y,f,c,n,?,w,o,e
6562,s,f,f,c,n,?,p,o,e
6563,s,y,f,c,n,?,w,o,e
6564,s,y,f,c,n,?,p,o,e
6565,s,y,f,c,n,?,w,o,e
6566,y,f,f,c,n,?,p,o,e
6567,y,y,f,c,n,?,p,o,e
6568,s,f,f,c,n,?,w,o,e
6569,s,f,f,c,n,?,p,o,e
6570,s,s,f,c,n,?,w,o,e
6571,s,y,f,c,n,?,p,o,e
6572,s,s,f,c,n,?,p,o,e
6573,y,f,f,c,n,?,w,o,e
6574,s,y,f,c,n,?,w,o,e
6575,s,y,f,c,n,?,w,o,e
6576,y,f,f,c,n,?,p,o,e
6577,s,f,f,c,n,?,p,o,e
6578,s,y,f,c,n,?,p,o,e
6579,s,f,f,c,n,?,p,o,e
6580,y,y,f,c,n,?,w,o,e
6581,s,y,f,c,n,?,w,o,e
6582,y,s,f,c,n,?,w,o,e
6583,y,s,f,c,n,?,w,o,e
6584,y,s,f,c,n,?,p,o,e
6585,s,s,f,c,n,?,p,o,e
6586,s,y,f,c,n,?,p,o,e
6587,y,y,f,c,n,?,p,o,e
6588,y,y,f,c,n,?,w,o,e
6589,s,s,f,c,n,?,w,o,e
6590,s,f,f,c,n,?,w,o,e
6591,s,y,f,c,n,?,p,o,e
6592,y,s,f,c,n,?,w,o,e
6593,y,s,f,c,n,?,w,o,e
6594,y,s,f,c,n,?,p,o,e
6595,s,s,f,c,n,?,w,o,e
6596,s,s,f,c,n,?,p,o,e
6597,s,y,f,c,n,?,p,o,e
6598,s,s,f,c,n,?,w,o,e
6599,s,y,f,c,n,?,p,o,e
6600,s,n,f,w,b,?,w,t,p
6601,y,y,f,c,n,?,w,o,e
6602,y,s,f,c,n,?,w,o,e
6603,s,s,f,c,n,?,w,o,e
6604,s,s,f,c,n,?,p,o,e
6605,y,s,f,c,n,?,w,o,e
6606,y,f,f,c,n,?,p,o,e
6607,s,f,f,c,n,?,w,o,e
6608,s,s,f,c,n,?,w,o,e
6609,y,y,f,c,n,?,p,o,e
6610,y,f,f,c,n,?,w,o,e
6611,s,f,f,c,n,?,w,o,e
6612,s,f,f,c,n,?,w,o,e
6613,y,f,f,c,n,?,w,o,e
6614,s,y,f,c,n,?,w,o,e
6615,s,s,f,c,n,?,p,o,e
6616,s,f,f,c,n,?,p,o,e
6617,s,y,f,c,n,?,w,o,e
6618,y,s,f,c,n,?,p,o,e
6619,s,f,f,c,n,?,p,o,e
6620,s,s,f,c,n,?,w,o,e
6621,y,s,f,c,n,?,w,o,e
6622,s,f,f,c,n,?,w,o,e
6623,s,s,f,c,n,?,p,o,e
6624,s,y,f,c,n,?,w,o,e
6625,s,f,f,c,n,?,p,o,e
6626,y,s,f,c,n,?,w,o,e
6627,s,y,f,c,n,?,w,o,e
6628,s,s,f,c,n,?,p,o,e
6629,s,y,f,c,n,?,p,o,e
6630,s,y,f,c,n,?,p,o,e
6631,s,s,f,c,n,?,w,o,e
6632,s,y,f,c,n,?,p,o,e
6633,y,f,f,c,n,?,w,o,e
6634,s,s,f,c,n,?,w,o,e
6635,s,f,f,c,n,?,p,o,e
6636,s,s,f,c,n,?,p,o,e
6637,s,f,f,c,n,?,w,o,e
6638,s,y,f,c,n,?,w,o,e
6639,y,y,f,c,n,?,p,o,e
6640,s,y,f,c,n,?,p,o,e
6641,y,y,f,c,n,?,p,o,e
6642,y,y,f,c,n,?,p,o,e
6643,s,s,f,c,n,?,w,o,e
6644,s,f,f,c,n,?,w,o,e
6645,s,y,f,c,n,?,p,o,e
6646,s,f,f,c,n,?,p,o,e
6647,y,y,f,c,n,?,p,o,e
6648,y,s,f,c,n,?,w,o,e
6649,s,y,f,c,n,?,w,o,e
6650,y,y,f,c,n,?,w,o,e
6651,y,s,f,c,n,?,w,o,e
6652,y,y,f,c,n,?,w,o,e
6653,y,s,f,c,n,?,w,o,e
6654,y,f,f,c,n,?,w,o,e
6655,s,y,f,c,n,?,p,o,e
6656,s,s,f,c,n,?,w,o,e
6657,y,f,f,c,n,?,w,o,e
6658,s,f,f,c,n,?,p,o,e
6659,s,s,f,c,n,?,w,o,e
6660,s,y,f,c,n,?,w,o,e
6661,f,n,f,w,b,?,w,t,p
6662,s,y,f,c,n,?,w,o,e
6663,s,s,f,c,n,?,p,o,e
6664,s,n,a,c,b,?,o,o,p
6665,s,y,f,c,n,?,p,o,e
6666,y,s,f,c,n,?,w,o,e
6667,y,s,f,c,n,?,p,o,e
6668,s,s,f,c,n,?,p,o,e
6669,y,m,a,c,b,c,c,n,n
6670,s,s,f,c,n,?,w,o,e
6671,s,s,f,c,n,?,p,o,e
6672,s,y,f,c,n,?,p,o,e
6673,y,s,f,c,n,?,w,o,e
6674,s,f,f,c,n,?,w,o,e
6675,s,f,f,c,n,?,w,o,e
6676,s,f,f,c,n,?,w,o,e
6677,s,s,f,c,n,?,w,o,e
6678,y,y,f,c,n,?,p,o,e
6679,s,y,f,c,n,?,p,o,e
6680,y,s,f,c,n,?,p,o,e
6681,y,y,f,c,n,?,w,o,e
6682,y,f,f,c,n,?,w,o,e
6683,y,s,f,c,n,?,p,o,e
6684,s,f,f,c,n,?,w,o,e
6685,s,f,f,c,n,?,w,o,e
6686,s,y,f,c,n,?,w,o,e
6687,s,f,f,c,n,?,p,o,e
6688,y,s,f,c,n,?,w,o,e
6689,y,f,f,c,n,?,w,o,e
6690,s,y,f,c,n,?,w,o,e
6691,s,y,f,c,n,?,w,o,e
6692,s,s,f,c,n,?,w,o,e
6693,s,y,f,c,n,?,w,o,e
6694,y,s,f,c,n,?,p,o,e
6695,s,s,f,c,n,?,p,o,e
6696,s,f,f,c,n,?,w,o,e
6697,s,y,f,c,n,?,w,o,e
6698,y,f,f,c,n,?,w,o,e
6699,y,y,f,c,n,?,p,o,e
6700,y,s,f,c,n,?,p,o,e
6701,y,f,f,c,n,?,w,o,e
6702,s,y,f,c,n,?,p,o,e
6703,y,s,f,c,n,?,w,o,e
6704,s,s,f,c,n,?,w,o,e
6705,s,f,f,c,n,?,p,o,e
6706,s,y,f,c,n,?,p,o,e
6707,y,f,f,c,n,?,w,o,e
6708,y,y,f,c,n,?,w,o,e
6709,s,y,f,c,n,?,w,o,e
6710,y,f,f,c,n,?,w,o,e
6711,s,y,f,c,n,?,p,o,e
6712,s,f,f,c,n,?,w,o,e
6713,s,f,f,c,n,?,w,o,e
6714,s,f,f,c,n,?,w,o,e
6715,y,s,f,c,n,?,w,o,e
6716,s,y,f,c,n,?,p,o,e
6717,s,s,f,c,n,?,p,o,e
6718,s,f,f,c,n,?,p,o,e
6719,s,y,f,c,n,?,w,o,e
6720,s,s,f,c,n,?,p,o,e
6721,s,s,f,c,n,?,w,o,e
6722,s,f,f,c,n,?,w,o,e
6723,s,s,f,c,n,?,w,o,e
6724,s,f,f,c,n,?,p,o,e
6725,y,s,f,c,n,?,p,o,e
6726,s,y,f,c,n,?,p,o,e
6727,y,s,f,c,n,?,p,o,e
6728,s,y,f,c,n,?,w,o,e
6729,s,s,f,c,n,?,p,o,e
6730,y,f,f,c,n,?,w,o,e
6731,s,f,f,c,n,?,w,o,e
6732,s,s,f,c,n,?,p,o,e
6733,s,y,f,c,n,?,w,o,e
6734,s,s,f,c,n,?,p,o,e
6735,s,y,f,c,n,?,p,o,e
6736,y,s,f,c,n,?,p,o,e
6737,y,y,f,c,n,?,p,o,e
6738,y,s,f,c,n,?,w,o,e
6739,y,y,f,c,n,?,w,o,e
6740,y,y,f,c,n,?,w,o,e
6741,y,f,f,c,n,?,p,o,e
6742,s,y,f,c,n,?,w,o,e
6743,s,s,f,c,n,?,w,o,e
6744,s,y,f,c,n,?,p,o,e
6745,f,n,f,w,b,?,w,t,p
6746,s,y,f,c,n,?,w,o,e
6747,s,f,f,c,n,?,p,o,e
6748,s,s,f,c,n,?,p,o,e
6749,s,f,f,c,n,?,w,o,e
6750,s,y,f,c,n,?,w,o,e
6751,s,s,f,c,n,?,w,o,e
6752,y,y,f,c,n,?,w,o,e
6753,f,n,f,w,b,?,w,t,p
6754,y,s,f,c,n,?,p,o,e
6755,y,f,f,c,n,?,p,o,e
6756,y,s,f,c,n,?,p,o,e
6757,s,f,f,c,n,?,w,o,e
6758,y,f,f,c,n,?,p,o,e
6759,y,s,f,c,n,?,w,o,e
6760,y,s,f,c,n,?,w,o,e
6761,s,y,f,c,n,?,p,o,e
6762,y,f,f,c,n,?,w,o,e
6763,f,n,f,w,b,?,w,t,p
6764,s,n,a,c,b,?,o,o,p
6765,s,s,f,c,n,?,w,o,e
6766,s,s,f,c,n,?,w,o,e
6767,y,s,f,c,n,?,p,o,e
6768,s,s,f,c,n,?,w,o,e
6769,y,y,f,c,n,?,w,o,e
6770,s,f,f,c,n,?,p,o,e
6771,y,y,f,c,n,?,p,o,e
6772,y,f,f,c,n,?,w,o,e
6773,s,s,f,c,n,?,p,o,e
6774,s,y,f,c,n,?,w,o,e
6775,f,n,f,w,b,?,w,t,p
6776,s,f,f,c,n,?,p,o,e
6777,s,y,f,c,n,?,w,o,e
6778,s,y,f,c,n,?,p,o,e
6779,s,y,f,c,n,?,p,o,e
6780,s,f,f,c,n,?,w,o,e
6781,y,y,f,c,n,?,w,o,e
6782,s,y,f,c,n,?,p,o,e
6783,y,y,f,c,n,?,p,o,e
6784,s,y,f,c,n,?,w,o,e
6785,s,f,f,c,n,?,w,o,e
6786,s,s,f,c,n,?,w,o,e
6787,s,f,f,c,n,?,w,o,e
6788,y,s,f,c,n,?,w,o,e
6789,s,f,f,c,n,?,p,o,e
6790,s,s,f,c,n,?,p,o,e
6791,y,f,f,c,n,?,p,o,e
6792,s,s,f,c,n,?,p,o,e
6793,s,s,f,c,n,?,p,o,e
6794,y,s,f,c,n,?,p,o,e
6795,y,y,f,c,n,?,w,o,e
6796,y,s,f,c,n,?,w,o,e
6797,y,f,f,c,n,?,w,o,e
6798,s,f,f,c,n,?,w,o,e
6799,s,y,f,c,n,?,p,o,e
6800,y,f,f,c,n,?,w,o,e
6801,s,y,f,c,n,?,w,o,e
6802,s,s,f,c,n,?,p,o,e
6803,y,y,f,c,n,?,w,o,e
6804,y,f,f,c,n,?,w,o,e
6805,y,s,f,c,n,?,w,o,e
6806,y,f,f,c,n,?,p,o,e
6807,y,y,f,c,n,?,p,o,e
6808,y,y,f,c,n,?,p,o,e
6809,y,s,f,c,n,?,w,o,e
6810,s,y,f,c,n,?,w,o,e
6811,s,f,f,c,n,?,w,o,e
6812,s,f,f,c,n,?,w,o,e
6813,s,f,f,c,n,?,w,o,e
6814,s,y,f,c,n,?,w,o,e
6815,s,s,f,c,n,?,w,o,e
6816,s,y,f,c,n,?,w,o,e
6817,y,f,f,c,n,?,p,o,e
6818,y,s,f,c,n,?,w,o,e
6819,s,f,f,c,n,?,p,o,e
6820,s,y,f,c,n,?,w,o,e
6821,y,y,f,c,n,?,p,o,e
6822,s,s,f,c,n,?,p,o,e
6823,y,y,f,c,n,?,p,o,e
6824,s,y,f,c,n,?,p,o,e
6825,y,y,f,c,n,?,p,o,e
6826,y,s,f,c,n,?,p,o,e
6827,s,f,f,c,n,?,p,o,e
