id,cap-color,odor,gill-attachment,stalk-root,stalk-surface-above-ring,veil-color,ring-number
2518,e,n,f,b,s,w,o
2519,w,n,f,e,f,w,o
2520,g,n,f,b,s,w,o
2521,e,n,f,b,s,w,o
2522,n,n,f,b,s,w,o
2523,n,n,f,b,s,w,o
2524,n,n,f,b,s,w,o
2525,g,n,f,b,s,w,o
2526,n,n,f,b,s,w,o
2527,g,n,f,b,s,w,o
2528,n,n,f,b,s,w,o
2529,n,n,f,b,s,w,o
2530,n,n,f,b,s,w,o
2531,g,n,f,b,s,w,o
2532,e,n,f,b,s,w,o
2533,n,n,f,b,s,w,o
2534,g,f,f,b,k,w,o
2535,g,n,f,b,s,w,o
2536,e,n,f,b,s,w,o
2537,g,f,f,b,k,w,o
2538,e,n,f,b,s,w,o
2539,e,n,f,b,s,w,o
2540,g,f,f,b,k,w,o
2541,p,c,f,b,s,w,o
2542,g,n,f,b,s,w,o
2543,g,n,f,b,s,w,o
2544,g,n,f,b,s,w,o
2545,g,n,f,b,s,w,o
2546,g,n,f,b,s,w,o
2547,g,n,f,b,s,w,o
2548,g,n,f,b,s,w,o
2549,e,n,f,b,s,w,o
2550,n,n,f,b,s,w,o
2551,n,n,f,b,s,w,o
2552,n,n,f,b,s,w,o
2553,n,n,f,b,s,w,o
2554,g,n,f,b,s,w,o
2555,g,n,f,b,s,w,o
2556,n,n,f,b,s,w,o
2557,e,n,f,b,s,w,o
2558,n,n,f,b,s,w,o
2559,g,n,f,b,s,w,o
2560,n,n,f,b,s,w,o
2561,w,c,f,b,s,w,o
2562,n,n,f,b,s,w,o
2563,e,n,f,b,s,w,o
2564,n,n,f,b,s,w,o
2565,g,n,f,b,s,w,o
2566,e,n,f,b,s,w,o
2567,g,f,f,b,k,w,o
2568,e,n,f,b,s,w,o
2569,g,n,f,b,s,w,o
2570,e,n,f,b,s,w,o
2571,e,n,f,b,s,w,o
2572,g,f,f,b,k,w,o
2573,n,n,f,b,s,w,o
2574,n,n,f,b,s,w,o
2575,n,n,f,b,s,w,o
2576,n,n,f,b,s,w,o
2577,g,n,f,b,s,w,o
2578,n,n,f,b,s,w,o
2579,g,n,f,b,s,w,o
2580,e,n,f,b,s,w,o
2581,e,n,f,b,s,w,o
2582,g,n,f,b,s,w,o
2583,e,n,f,b,s,w,o
2584,n,n,f,b,s,w,o
2585,n,n,f,b,s,w,o
2586,g,n,f,b,s,w,o
2587,g,n,f,b,s,w,o
2588,e,n,f,b,s,w,o
2589,n,n,f,b,s,w,o
2590,n,n,f,b,s,w,o
2591,e,n,f,b,s,w,o
2592,n,n,f,b,s,w,o
2593,n,n,f,b,s,w,o
2594,n,n,f,b,s,w,o
2595,g,f,f,b,k,w,o
2596,g,n,f,b,s,w,o
2597,n,n,f,b,s,w,o
2598,g,n,f,b,s,w,o
2599,g,n,f,b,s,w,o
2600,g,n,f,b,s,w,o
2601,n,n,f,b,s,w,o
2602,g,n,f,b,s,w,o
2603,n,n,f,b,s,w,o
2604,e,n,f,b,s,w,o
2605,n,n,f,b,s,w,o
2606,g,f,f,b,k,w,o
2607,e,n,f,b,s,w,o
2608,n,n,f,b,s,w,o
2609,e,n,f,b,s,w,o
2610,e,n,f,b,s,w,o
2611,e,n,f,b,s,w,o
2612,g,n,f,b,s,w,o
2613,n,n,f,b,s,w,o
2614,g,n,f,b,s,w,o
2615,g,n,f,b,s,w,o
2616,n,n,f,b,s,w,o
2617,g,n,f,b,s,w,o
2618,g,n,f,b,s,w,o
2619,n,n,f,b,s,w,o
2620,e,n,f,b,s,w,o
2621,n,n,f,b,s,w,o
2622,e,n,f,b,s,w,o
2623,n,n,f,b,s,w,o
2624,n,n,f,b,s,w,o
2625,e,n,f,b,s,w,o
2626,g,n,f,b,s,w,o
2627,n,n,f,b,s,w,o
2628,g,c,f,b,s,w,o
2629,g,n,f,b,s,w,o
2630,n,n,f,b,s,w,o
2631,n,n,f,e,s,w,o
2632,n,n,f,b,s,w,o
2633,g,n,f,b,s,w,o
2634,g,n,f,b,s,w,o
2635,g,n,f,b,s,w,o
2636,e,n,f,b,s,w,o
2637,g,n,f,b,s,w,o
2638,g,n,f,b,s,w,o
2639,g,n,f,b,s,w,o
2640,n,n,f,b,s,w,o
2641,n,n,f,b,s,w,o
2642,e,n,f,b,s,w,o
2643,e,n,f,b,s,w,o
2644,n,n,f,b,s,w,o
2645,n,n,f,b,s,w,o
2646,g,n,f,b,s,w,o
2647,g,n,f,b,s,w,o
2648,w,n,f,e,s,w,o
2649,n,n,f,b,s,w,o
2650,g,n,f,b,s,w,o
2651,e,n,f,b,s,w,o
2652,e,n,f,b,s,w,o
2653,n,n,f,b,s,w,o
2654,n,n,f,b,s,w,o
2655,g,n,f,b,s,w,o
2656,n,n,f,b,s,w,o
2657,e,n,f,b,s,w,o
2658,e,n,f,b,s,w,o
2659,e,n,f,b,s,w,o
2660,e,n,f,b,s,w,o
2661,e,n,f,b,s,w,o
2662,e,n,f,b,s,w,o
2663,n,n,f,b,s,w,o
2664,g,n,f,b,s,w,o
2665,g,n,f,b,s,w,o
2666,g,n,f,b,s,w,o
2667,n,n,f,b,s,w,o
2668,e,n,f,b,s,w,o
2669,e,n,f,b,s,w,o
2670,g,n,f,b,s,w,o
2671,e,n,f,b,s,w,o
2672,n,n,f,b,s,w,o
2673,e,n,f,b,s,w,o
2674,n,n,f,b,s,w,o
2675,n,n,f,b,s,w,o
2676,n,n,f,b,s,w,o
2677,g,n,f,b,s,w,o
2678,e,n,f,b,s,w,o
2679,e,n,f,b,s,w,o
2680,g,n,f,b,s,w,o
2681,n,n,f,b,s,w,o
2682,n,n,f,b,s,w,o
2683,n,n,f,b,s,w,o
2684,p,c,f,b,s,w,o
2685,e,n,f,b,s,w,o
2686,n,n,f,b,s,w,o
2687,e,n,f,b,s,w,o
2688,n,n,f,b,s,w,o
2689,n,n,f,b,s,w,o
2690,g,n,f,b,s,w,o
2691,n,n,f,e,s,w,o
2692,g,n,f,b,s,w,o
2693,n,n,f,b,s,w,o
2694,n,n,f,b,s,w,o
2695,g,n,f,b,s,w,o
2696,e,n,f,b,s,w,o
2697,n,n,f,b,s,w,o
2698,g,f,f,b,k,w,o
2699,e,n,f,b,s,w,o
2700,g,n,f,b,s,w,o
2701,e,n,f,b,s,w,o
2702,e,n,f,b,s,w,o
2703,e,n,f,b,s,w,o
2704,n,n,f,b,s,w,o
2705,n,n,f,b,s,w,o
2706,n,n,f,b,s,w,o
2707,e,n,f,b,s,w,o
2708,e,n,f,b,s,w,o
2709,n,n,f,b,s,w,o
2710,g,n,f,b,s,w,o
2711,n,n,f,b,s,w,o
2712,e,n,f,b,s,w,o
2713,e,n,f,b,s,w,o
2714,e,n,f,b,s,w,o
2715,e,n,f,b,s,w,o
2716,n,n,f,b,s,w,o
2717,e,n,f,b,s,w,o
2718,e,n,f,b,s,w,o
2719,n,n,f,b,s,w,o
2720,e,n,f,b,s,w,o
2721,n,n,f,b,s,w,o
2722,e,n,f,b,s,w,o
2723,g,n,f,b,s,w,o
2724,n,n,f,b,s,w,o
2725,e,n,f,b,s,w,o
2726,n,n,f,b,s,w,o
2727,e,n,f,b,s,w,o
2728,g,n,f,b,s,w,o
2729,g,n,f,b,s,w,o
2730,n,n,f,b,s,w,o
2731,g,n,f,e,f,w,o
2732,n,n,f,b,s,w,o
2733,g,n,f,b,s,w,o
2734,g,n,f,b,s,w,o
2735,n,n,f,b,s,w,o
2736,e,n,f,b,s,w,o
2737,e,n,f,b,s,w,o
2738,n,n,f,b,s,w,o
2739,e,n,f,b,s,w,o
2740,e,n,f,b,s,w,o
2741,n,n,f,b,s,w,o
2742,g,n,f,b,s,w,o
2743,e,n,f,b,s,w,o
2744,n,n,f,b,s,w,o
2745,n,n,f,b,s,w,o
2746,e,n,f,b,s,w,o
2747,g,n,f,b,s,w,o
2748,n,n,f,b,s,w,o
2749,g,n,f,b,s,w,o
2750,g,c,f,b,s,w,o
2751,n,n,f,b,s,w,o
2752,g,n,f,b,s,w,o
2753,n,n,f,b,s,w,o
2754,g,n,f,b,s,w,o
2755,n,n,f,b,s,w,o
2756,n,n,f,b,s,w,o
2757,n,n,f,b,s,w,o
2758,n,n,f,b,s,w,o
2759,n,n,f,b,s,w,o
2760,n,n,f,b,s,w,o
2761,g,n,f,b,s,w,o
2762,g,n,f,b,s,w,o
2763,g,n,f,b,s,w,o
2764,g,n,f,b,s,w,o
2765,n,n,f,b,s,w,o
2766,g,n,f,b,s,w,o
2767,g,f,f,b,k,w,o
2768,n,n,f,b,s,w,o
2769,g,n,f,b,s,w,o
2770,g,n,f,b,s,w,o
2771,g,f,f,b,k,w,o
2772,n,n,f,b,s,w,o
2773,e,n,f,b,s,w,o
2774,n,n,f,b,s,w,o
2775,e,n,f,b,s,w,o
2776,e,n,f,b,s,w,o
2777,n,n,f,b,s,w,o
2778,n,n,f,b,s,w,o
2779,e,n,f,b,s,w,o
2780,g,n,f,b,s,w,o
2781,n,n,f,b,s,w,o
2782,e,n,f,b,s,w,o
2783,g,n,f,b,s,w,o
2784,g,n,f,b,s,w,o
2785,g,n,f,b,s,w,o
2786,n,n,f,b,s,w,o
2787,n,n,f,b,s,w,o
2788,e,n,f,b,s,w,o
2789,g,n,f,e,f,w,o
2790,e,n,f,b,s,w,o
2791,g,n,f,b,s,w,o
2792,e,n,f,b,s,w,o
2793,g,n,f,b,s,w,o
2794,n,n,f,b,s,w,o
2795,e,n,f,b,s,w,o
2796,e,n,f,b,s,w,o
2797,g,n,f,b,s,w,o
2798,w,c,f,b,s,w,o
2799,e,n,f,b,s,w,o
2800,e,n,f,b,s,w,o
2801,n,n,f,b,s,w,o
2802,w,n,f,e,s,w,o
2803,g,n,f,b,s,w,o
2804,g,n,f,b,s,w,o
2805,g,n,f,b,s,w,o
2806,e,n,f,b,s,w,o
2807,e,n,f,b,s,w,o
2808,n,n,f,b,s,w,o
2809,e,n,f,b,s,w,o
2810,e,n,f,b,s,w,o
2811,e,n,f,b,s,w,o
2812,n,n,f,b,s,w,o
2813,g,n,f,b,s,w,o
2814,g,n,f,b,s,w,o
2815,g,n,f,b,s,w,o
2816,e,n,f,b,s,w,o
2817,n,n,f,b,s,w,o
2818,n,n,f,e,f,w,o
2819,e,n,f,b,s,w,o
2820,g,n,f,b,s,w,o
2821,n,n,f,b,s,w,o
2822,g,n,f,b,s,w,o
2823,e,n,f,b,s,w,o
2824,n,n,f,b,s,w,o
2825,g,n,f,b,s,w,o
2826,g,n,f,b,s,w,o
2827,e,n,f,b,s,w,o
2828,n,n,f,b,s,w,o
2829,g,n,f,b,s,w,o
2830,n,n,f,b,s,w,o
2831,e,n,f,b,s,w,o
2832,e,n,f,b,s,w,o
2833,n,n,f,b,s,w,o
2834,n,n,f,b,s,w,o
2835,g,n,f,b,s,w,o
2836,e,n,f,b,s,w,o
2837,n,n,f,b,s,w,o
2838,n,n,f,b,s,w,o
2839,e,n,f,b,s,w,o
2840,g,n,f,b,s,w,o
2841,g,n,f,b,s,w,o
2842,p,c,f,b,s,w,o
2843,n,n,f,b,s,w,o
2844,e,n,f,b,s,w,o
2845,n,n,f,e,f,w,o
2846,g,n,f,b,s,w,o
2847,g,n,f,b,s,w,o
2848,n,n,f,b,s,w,o
2849,g,n,f,b,s,w,o
2850,g,n,f,b,s,w,o
2851,n,n,f,b,s,w,o
2852,e,n,f,b,s,w,o
2853,n,n,f,b,s,w,o
2854,g,n,f,b,s,w,o
2855,n,n,f,b,s,w,o
2856,g,n,f,b,s,w,o
2857,e,n,f,b,s,w,o
2858,g,n,f,b,s,w,o
2859,g,n,f,b,s,w,o
2860,e,n,f,b,s,w,o
2861,p,c,f,b,s,w,o
2862,n,n,f,b,s,w,o
2863,e,n,f,b,s,w,o
2864,g,n,f,b,s,w,o
2865,g,n,f,b,s,w,o
2866,g,n,f,b,s,w,o
2867,e,n,f,b,s,w,o
2868,n,n,f,b,s,w,o
2869,g,n,f,b,s,w,o
2870,e,n,f,b,s,w,o
2871,n,n,f,b,s,w,o
2872,g,n,f,b,s,w,o
2873,n,n,f,b,s,w,o
2874,e,n,f,b,s,w,o
2875,e,n,f,b,s,w,o
2876,g,n,f,b,s,w,o
2877,g,n,f,b,s,w,o
2878,e,n,f,b,s,w,o
2879,g,n,f,b,s,w,o
2880,e,n,f,b,s,w,o
2881,e,n,f,b,s,w,o
2882,w,n,f,e,s,w,o
2883,n,n,f,b,s,w,o
2884,e,n,f,b,s,w,o
2885,e,n,f,b,s,w,o
2886,g,n,f,b,s,w,o
2887,n,n,f,b,s,w,o
2888,g,c,f,b,s,w,o
2889,e,n,f,b,s,w,o
2890,g,n,f,b,s,w,o
2891,n,n,f,e,s,w,o
2892,e,n,f,b,s,w,o
2893,w,c,f,b,s,w,o
2894,e,n,f,b,s,w,o
2895,g,n,f,b,s,w,o
2896,n,n,f,b,s,w,o
2897,n,n,f,b,s,w,o
2898,n,n,f,b,s,w,o
2899,g,n,f,b,s,w,o
2900,n,n,f,b,s,w,o
2901,g,n,f,b,s,w,o
2902,n,n,f,b,s,w,o
2903,g,n,f,b,s,w,o
2904,g,f,f,b,k,w,o
2905,g,n,f,b,s,w,o
2906,g,n,f,b,s,w,o
2907,g,n,f,b,s,w,o
2908,e,n,f,b,s,w,o
2909,g,n,f,b,s,w,o
2910,g,n,f,b,s,w,o
2911,g,n,f,b,s,w,o
2912,e,n,f,b,s,w,o
2913,g,n,f,b,s,w,o
2914,e,n,f,b,s,w,o
2915,n,n,f,b,s,w,o
2916,g,n,f,b,s,w,o
2917,e,n,f,b,s,w,o
2918,n,n,f,b,s,w,o
2919,e,n,f,b,s,w,o
2920,n,n,f,b,s,w,o
2921,n,n,f,b,s,w,o
2922,g,n,f,b,s,w,o
2923,e,n,f,b,s,w,o
2924,g,n,f,b,s,w,o
2925,g,n,f,b,s,w,o
2926,g,n,f,b,s,w,o
2927,g,f,f,b,k,w,o
2928,g,n,f,b,s,w,o
2929,g,n,f,b,s,w,o
2930,n,n,f,b,s,w,o
2931,g,n,f,b,s,w,o
2932,n,n,f,b,s,w,o
2933,n,n,f,b,s,w,o
2934,e,n,f,b,s,w,o
2935,n,n,f,b,s,w,o
2936,g,n,f,b,s,w,o
2937,g,n,f,b,s,w,o
2938,g,f,f,b,k,w,o
2939,n,n,f,b,s,w,o
2940,n,n,f,b,s,w,o
2941,e,n,f,b,s,w,o
2942,n,n,f,b,s,w,o
2943,n,n,f,b,s,w,o
2944,g,n,f,b,s,w,o
2945,n,n,f,b,s,w,o
2946,e,n,f,b,s,w,o
2947,g,n,f,b,s,w,o
2948,g,n,f,b,s,w,o
2949,e,n,f,b,s,w,o
2950,e,n,f,b,s,w,o
2951,g,n,f,b,s,w,o
2952,n,n,f,b,s,w,o
2953,e,n,f,b,s,w,o
2954,n,n,f,b,s,w,o
2955,e,n,f,b,s,w,o
2956,n,n,f,b,s,w,o
2957,e,n,f,b,s,w,o
2958,n,n,f,b,s,w,o
2959,e,n,f,b,s,w,o
2960,e,n,f,b,s,w,o
2961,n,n,f,b,s,w,o
2962,n,n,f,b,s,w,o
2963,e,n,f,b,s,w,o
2964,n,n,f,b,s,w,o
2965,n,n,f,b,s,w,o
2966,e,n,f,b,s,w,o
2967,g,n,f,e,f,w,o
2968,e,n,f,b,s,w,o
2969,e,n,f,b,s,w,o
2970,n,n,f,b,s,w,o
2971,n,n,f,b,s,w,o
2972,g,n,f,b,s,w,o
2973,g,n,f,b,s,w,o
2974,n,n,f,b,s,w,o
2975,n,n,f,b,s,w,o
2976,n,n,f,b,s,w,o
2977,g,n,f,b,s,w,o
2978,g,n,f,b,s,w,o
2979,e,n,f,b,s,w,o
2980,g,n,f,b,s,w,o
2981,e,n,f,b,s,w,o
2982,g,n,f,b,s,w,o
2983,e,n,f,b,s,w,o
2984,e,n,f,b,s,w,o
2985,e,n,f,b,s,w,o
2986,g,n,f,b,s,w,o
2987,g,n,f,b,s,w,o
2988,e,n,f,b,s,w,o
2989,g,n,f,b,s,w,o
2990,n,n,f,b,s,w,o
2991,g,f,f,b,k,w,o
2992,n,n,f,b,s,w,o
2993,g,n,f,b,s,w,o
2994,n,n,f,b,s,w,o
2995,e,n,f,b,s,w,o
2996,g,n,f,b,s,w,o
2997,n,n,f,b,s,w,o
2998,e,n,f,b,s,w,o
2999,e,n,f,b,s,w,o
3000,n,n,f,b,s,w,o
3001,n,n,f,b,s,w,o
3002,y,f,f,b,k,w,o
3003,n,n,f,b,s,w,o
3004,g,f,f,b,k,w,o
3005,g,c,f,b,s,w,o
3006,g,n,f,b,s,w,o
3007,e,n,f,b,s,w,o
3008,n,n,f,b,s,w,o
3009,e,n,f,b,s,w,o
3010,g,f,f,b,k,w,o
3011,g,n,f,b,s,w,o
3012,e,n,f,b,s,w,o
3013,e,n,f,b,s,w,o
3014,w,c,f,b,s,w,o
3015,e,n,f,b,s,w,o
3016,n,n,f,b,s,w,o
3017,g,f,f,b,k,w,o
3018,g,f,f,b,k,w,o
3019,e,n,f,b,s,w,o
3020,e,n,f,b,s,w,o
3021,n,n,f,b,s,w,o
3022,g,n,f,b,s,w,o
3023,e,n,f,b,s,w,o
3024,e,n,f,b,s,w,o
3025,e,n,f,b,s,w,o
3026,e,n,f,b,s,w,o
3027,p,c,f,b,s,w,o
3028,g,f,f,b,k,w,o
3029,e,n,f,b,s,w,o
3030,g,n,f,b,s,w,o
3031,g,n,f,b,s,w,o
3032,g,n,f,b,s,w,o
3033,e,n,f,b,s,w,o
3034,e,n,f,b,s,w,o
3035,g,f,f,b,k,w,o
3036,n,n,f,b,s,w,o
3037,e,n,f,b,s,w,o
3038,g,c,f,b,s,w,o
3039,e,n,f,b,s,w,o
3040,e,n,f,b,s,w,o
3041,y,f,f,b,k,w,o
3042,y,f,f,b,k,w,o
3043,n,n,f,b,s,w,o
3044,n,n,f,b,s,w,o
3045,g,n,f,b,s,w,o
3046,n,n,f,b,s,w,o
3047,e,n,f,b,s,w,o
3048,p,c,f,b,s,w,o
3049,n,n,f,b,s,w,o
3050,e,n,f,b,s,w,o
3051,e,n,f,b,s,w,o
3052,n,n,f,b,s,w,o
3053,w,c,f,b,s,w,o
3054,g,n,f,b,s,w,o
3055,g,n,f,b,s,w,o
3056,g,n,f,b,s,w,o
3057,n,n,f,b,s,w,o
3058,g,c,f,b,s,w,o
3059,p,c,f,b,s,w,o
3060,e,n,f,b,s,w,o
3061,g,f,f,b,k,w,o
3062,w,c,f,b,s,w,o
3063,g,f,f,b,k,w,o
3064,n,n,f,b,s,w,o
3065,y,f,f,b,k,w,o
3066,g,n,f,b,s,w,o
3067,n,n,f,b,s,w,o
3068,g,n,f,b,s,w,o
3069,w,c,f,b,s,w,o
3070,g,f,f,b,k,w,o
3071,g,n,f,b,s,w,o
3072,n,n,f,b,s,w,o
3073,g,n,f,b,s,w,o
3074,g,f,f,b,k,w,o
3075,n,n,f,b,s,w,o
3076,g,f,f,b,k,w,o
3077,e,n,f,b,s,w,o
3078,n,n,f,b,s,w,o
3079,g,f,f,b,k,w,o
3080,g,n,f,b,s,w,o
3081,g,n,f,b,s,w,o
3082,e,n,f,b,s,w,o
3083,g,f,f,b,k,w,o
3084,e,n,f,b,s,w,o
3085,n,n,f,b,s,w,o
3086,g,f,f,b,k,w,o
3087,e,n,f,b,s,w,o
3088,g,f,f,b,k,w,o
3089,e,n,f,b,s,w,o
3090,g,f,f,b,k,w,o
3091,g,f,f,b,k,w,o
3092,g,f,f,b,k,w,o
3093,e,n,f,b,s,w,o
3094,g,f,f,b,k,w,o
3095,e,n,f,b,s,w,o
3096,g,c,f,b,s,w,o
3097,g,n,f,b,s,w,o
3098,p,c,f,b,s,w,o
3099,e,n,f,b,s,w,o
3100,e,n,f,b,s,w,o
3101,e,n,f,b,s,w,o
3102,n,n,f,b,s,w,o
3103,g,f,f,b,k,w,o
3104,y,f,f,b,k,w,o
3105,g,c,f,b,s,w,o
3106,e,n,f,b,s,w,o
3107,e,n,f,b,s,w,o
3108,e,n,f,b,s,w,o
3109,n,n,f,b,s,w,o
3110,g,f,f,b,k,w,o
3111,g,c,f,b,s,w,o
3112,g,n,f,b,s,w,o
3113,e,n,f,b,s,w,o
3114,e,n,f,b,s,w,o
3115,g,n,f,b,s,w,o
3116,n,n,f,b,s,w,o
3117,n,n,f,b,s,w,o
3118,e,n,f,b,s,w,o
3119,g,c,f,b,s,w,o
3120,w,c,f,b,s,w,o
3121,g,n,f,b,s,w,o
3122,g,n,f,b,s,w,o
3123,g,f,f,b,k,w,o
3124,e,n,f,b,s,w,o
3125,w,c,f,b,s,w,o
3126,g,n,f,b,s,w,o
3127,g,n,f,b,s,w,o
3128,g,n,f,b,s,w,o
3129,e,n,f,b,s,w,o
3130,n,n,f,b,s,w,o
3131,g,n,f,b,s,w,o
3132,n,n,f,b,s,w,o
3133,g,n,f,b,s,w,o
3134,g,n,f,b,s,w,o
3135,n,n,f,b,s,w,o
3136,e,n,f,b,s,w,o
3137,e,n,f,b,s,w,o
3138,e,n,f,b,s,w,o
3139,y,f,f,b,k,w,o
3140,g,n,f,b,s,w,o
3141,n,n,f,b,s,w,o
3142,g,f,f,b,k,w,o
3143,g,n,f,b,s,w,o
3144,g,n,f,b,s,w,o
3145,g,n,f,b,s,w,o
3146,e,n,f,b,s,w,o
3147,g,n,f,b,s,w,o
3148,w,c,f,b,s,w,o
3149,w,c,f,b,s,w,o
3150,n,n,f,b,s,w,o
3151,e,n,f,b,s,w,o
3152,e,n,f,b,s,w,o
3153,g,f,f,b,k,w,o
3154,g,n,f,b,s,w,o
3155,g,n,f,b,s,w,o
3156,g,n,f,b,s,w,o
3157,w,c,f,b,s,w,o
3158,e,n,f,b,s,w,o
3159,e,n,f,b,s,w,o
3160,g,f,f,b,k,w,o
3161,e,n,f,b,s,w,o
3162,g,f,f,b,k,w,o
3163,p,c,f,b,s,w,o
3164,g,n,f,b,s,w,o
3165,g,f,f,b,k,w,o
3166,w,c,f,b,s,w,o
3167,g,f,f,b,k,w,o
3168,e,n,f,b,s,w,o
3169,g,f,f,b,k,w,o
3170,g,c,f,b,s,w,o
3171,g,n,f,b,s,w,o
3172,n,n,f,b,s,w,o
3173,e,n,f,b,s,w,o
3174,g,f,f,b,k,w,o
3175,p,c,f,b,s,w,o
3176,n,n,f,b,s,w,o
3177,e,n,f,b,s,w,o
3178,n,n,f,b,s,w,o
3179,g,n,f,b,s,w,o
3180,g,f,f,b,k,w,o
3181,n,n,f,b,s,w,o
3182,p,c,f,b,s,w,o
3183,w,c,f,b,s,w,o
3184,e,n,f,b,s,w,o
3185,n,n,f,b,s,w,o
3186,e,n,f,b,s,w,o
3187,g,n,f,b,s,w,o
3188,g,f,f,b,k,w,o
3189,g,f,f,b,k,w,o
3190,e,n,f,b,s,w,o
3191,y,f,f,b,k,w,o
3192,p,c,f,b,s,w,o
3193,e,n,f,b,s,w,o
3194,y,f,f,b,k,w,o
3195,e,n,f,b,s,w,o
3196,e,n,f,b,s,w,o
3197,n,n,f,b,s,w,o
3198,e,n,f,b,s,w,o
3199,g,n,f,b,s,w,o
3200,g,f,f,b,k,w,o
3201,e,n,f,b,s,w,o
3202,g,f,f,b,k,w,o
3203,e,n,f,b,s,w,o
3204,e,n,f,b,s,w,o
3205,g,n,f,b,s,w,o
3206,g,f,f,b,k,w,o
3207,g,n,f,b,s,w,o
3208,g,n,f,b,s,w,o
3209,g,f,f,b,k,w,o
3210,w,c,f,b,s,w,o
3211,e,n,f,b,s,w,o
3212,y,f,f,b,k,w,o
3213,e,n,f,b,s,w,o
3214,g,n,f,b,s,w,o
3215,e,n,f,b,s,w,o
3216,g,n,f,b,s,w,o
3217,g,n,f,b,s,w,o
3218,e,n,f,b,s,w,o
3219,g,c,f,b,s,w,o
3220,g,n,f,b,s,w,o
3221,n,n,f,b,s,w,o
3222,g,n,f,b,s,w,o
3223,g,n,f,b,s,w,o
3224,n,n,f,b,s,w,o
3225,g,n,f,b,s,w,o
3226,g,n,f,b,s,w,o
3227,g,f,f,b,k,w,o
3228,w,c,f,b,s,w,o
3229,g,n,f,b,s,w,o
3230,g,n,f,b,s,w,o
3231,g,n,f,b,s,w,o
3232,g,f,f,b,k,w,o
3233,w,c,f,b,s,w,o
3234,g,f,f,b,k,w,o
3235,g,n,f,b,s,w,o
3236,g,f,f,b,k,w,o
3237,e,n,f,b,s,w,o
3238,g,n,f,b,s,w,o
3239,g,n,f,b,s,w,o
3240,g,f,f,b,k,w,o
3241,g,n,f,b,s,w,o
3242,g,n,f,b,s,w,o
3243,w,c,f,b,s,w,o
3244,y,f,f,b,k,w,o
3245,e,n,f,b,s,w,o
3246,g,f,f,b,k,w,o
3247,g,f,f,b,k,w,o
3248,n,n,f,b,s,w,o
3249,g,f,f,b,k,w,o
3250,n,n,f,b,s,w,o
3251,g,n,f,b,s,w,o
3252,g,n,f,b,s,w,o
3253,g,n,f,b,s,w,o
3254,g,c,f,b,s,w,o
3255,g,n,f,b,s,w,o
3256,e,n,f,b,s,w,o
3257,n,n,f,b,s,w,o
3258,g,n,f,b,s,w,o
3259,p,c,f,b,s,w,o
3260,g,f,f,b,k,w,o
3261,g,n,f,b,s,w,o
3262,g,n,f,b,s,w,o
3263,p,c,f,b,s,w,o
3264,g,n,f,b,s,w,o
3265,g,f,f,b,k,w,o
3266,g,f,f,b,k,w,o
3267,n,n,f,b,s,w,o
3268,n,n,f,b,s,w,o
3269,g,c,f,b,s,w,o
3270,g,f,f,b,k,w,o
3271,p,c,f,b,s,w,o
3272,e,n,f,b,s,w,o
3273,g,n,f,b,s,w,o
3274,e,n,f,b,s,w,o
3275,y,f,f,b,k,w,o
3276,g,n,f,b,s,w,o
3277,w,c,f,b,s,w,o
3278,g,f,f,b,k,w,o
3279,e,n,f,b,s,w,o
3280,g,n,f,b,s,w,o
3281,g,f,f,b,k,w,o
3282,g,f,f,b,k,w,o
3283,p,c,f,b,s,w,o
3284,g,n,f,b,s,w,o
3285,g,f,f,b,k,w,o
3286,n,n,f,b,s,w,o
3287,n,n,f,b,s,w,o
3288,e,n,f,b,s,w,o
3289,g,n,f,b,s,w,o
3290,e,n,f,b,s,w,o
3291,g,n,f,b,s,w,o
3292,g,n,f,b,s,w,o
3293,p,c,f,b,s,w,o
3294,e,n,f,b,s,w,o
3295,e,n,f,b,s,w,o
3296,w,c,f,b,s,w,o
3297,g,n,f,b,s,w,o
3298,n,n,f,b,s,w,o
3299,g,f,f,b,k,w,o
3300,e,n,f,b,s,w,o
3301,g,f,f,b,k,w,o
3302,e,n,f,b,s,w,o
3303,g,n,f,b,s,w,o
3304,g,n,f,b,s,w,o
3305,g,f,f,b,k,w,o
3306,e,n,f,b,s,w,o
3307,w,c,f,b,s,w,o
3308,n,n,f,b,s,w,o
3309,g,n,f,b,s,w,o
3310,n,n,f,b,s,w,o
3311,e,n,f,b,s,w,o
3312,g,n,f,b,s,w,o
3313,e,n,f,b,s,w,o
3314,g,f,f,b,k,w,o
3315,g,n,f,b,s,w,o
3316,g,n,f,b,s,w,o
3317,g,n,f,b,s,w,o
3318,g,n,f,b,s,w,o
3319,e,n,f,b,s,w,o
3320,e,n,f,b,s,w,o
3321,n,n,f,b,s,w,o
3322,n,n,f,b,s,w,o
3323,p,c,f,b,s,w,o
3324,g,f,f,b,k,w,o
3325,g,n,f,b,s,w,o
3326,e,n,f,b,s,w,o
3327,w,c,f,b,s,w,o
3328,p,c,f,b,s,w,o
3329,g,f,f,b,k,w,o
3330,g,n,f,b,s,w,o
3331,e,n,f,b,s,w,o
3332,p,c,f,b,s,w,o
3333,g,n,f,b,s,w,o
3334,n,n,f,b,s,w,o
3335,g,f,f,b,k,w,o
3336,n,n,f,b,s,w,o
3337,e,n,f,b,s,w,o
